"","X","grad","ex.tuition","ex.other","ex.rent","in.scholarship","in.tuition","in.home","debt","work","work.school","worknum","region","school","rev1","workhour1","rev2","workhour2","rev3","workhour3","rev4","workhour4","ofcrev","ofcwhr","ofcrev2","ofcwhr2","ofcrev3","ofcwhr3","ofcrev4","ofcwhr4","totalrev","totalexp","totalwhr"
"1",1,TRUE,8700,0,8000,0,FALSE,10000,FALSE,TRUE,"FALSE",0,"north","public",0,0,0,0,0,0,0,0,2400,12,0,0,0,0,0,0,2400,9740,12
"2",2,FALSE,11365,6500,8000,5000,FALSE,0,FALSE,TRUE,"TRUE",1,"north","public",5000,15,0,0,0,0,0,0,3000,2.5,0,0,0,0,0,0,8000,16773,17.5
"3",3,FALSE,24223,0,8000,0,TRUE,6000,FALSE,TRUE,"TRUE",1,"north","public",5000,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,12844.6,15
"4",4,TRUE,25000,5000,8000,0,TRUE,5000,FALSE,TRUE,"FALSE",0,"north","public",0,0,0,0,0,0,0,0,12000,80,0,0,0,0,0,0,12000,18000,80
"5",5,FALSE,8876,2125,5000,4000,TRUE,10000,FALSE,TRUE,"TRUE",1,"north","public",5000,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,8900.2,15
"6",6,TRUE,13306,5000,6000,5000,FALSE,0,FALSE,TRUE,"TRUE",4,"south","public",7000,35,5000,25,3000,15,3000,15,0,0,0,0,0,0,0,0,18000,13661.2,90
"7",7,TRUE,11000,3750,11000,0,FALSE,10000,FALSE,TRUE,"TRUE",2,"north","public",9000,15,9000,35,0,0,0,0,0,0,0,0,0,0,0,0,18000,16950,50
"8",8,TRUE,12660,5000,12000,0,TRUE,12000,FALSE,TRUE,"TRUE",1,"north","public",7000,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,19532,45
"9",9,TRUE,20330,2500,8000,10000,FALSE,6000,FALSE,TRUE,"TRUE",1,"south","public",1000,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,14566,15
"10",10,TRUE,17210,3300,6000,0,FALSE,3300,TRUE,TRUE,"TRUE",3,"south","public",3000,25,3000,15,1000,15,0,0,0,0,0,0,0,0,0,0,7000,12742,55
"11",11,TRUE,30000,4800,10000,0,FALSE,0,FALSE,TRUE,"TRUE",3,"north","public",7000,15,7000,15,7000,15,0,0,0,0,0,0,0,0,0,0,21000,20800,45
"12",12,FALSE,23000,2250,5000,5000,TRUE,0,FALSE,TRUE,"TRUE",1,"north","public",11000,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,11850,45
"13",13,FALSE,16000,4300,5000,3000,TRUE,7000,FALSE,TRUE,"TRUE",1,"north","public",3000,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,12500,25
"14",14,FALSE,26000,3000,4000,0,FALSE,4000,TRUE,FALSE,"0",0,"north","public",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12200,0
"15",15,FALSE,3000,8500,10000,0,TRUE,10000,FALSE,TRUE,"TRUE",1,"north","public",13000,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,19100,75
"16",16,FALSE,34200,9700,7000,0,TRUE,8000,FALSE,TRUE,"TRUE",1,"north","public",9000,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,23540,35
"17",17,FALSE,26000,0,5000,0,FALSE,0,FALSE,TRUE,"TRUE",1,"north","public",5000,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,10200,45
"18",18,FALSE,9000,0,5000,36000,TRUE,2500,FALSE,TRUE,"TRUE",1,"south","private",5000,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,6800,45
"19",19,FALSE,9000,0,5000,36000,TRUE,2500,FALSE,TRUE,"TRUE",1,"south","private",5000,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,6800,45
"20",20,FALSE,26000,2500,6000,0,TRUE,0,TRUE,TRUE,"TRUE",3,"east","public",5000,35,3000,35,0,0,0,0,0,0,0,0,0,0,0,0,8000,13700,70
"21",21,FALSE,24510,3310,9000,0,TRUE,10000,FALSE,TRUE,NA,2,"north","public",3000,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,17212,15
"22",22,TRUE,10000,2500,10000,0,TRUE,10000,FALSE,TRUE,"FALSE",0,"north","public",0,0,0,0,0,0,0,0,8000,60,0,0,0,0,0,0,8000,14500,60
"23",23,FALSE,38000,3000,6000,0,TRUE,2000,TRUE,TRUE,"FALSE",0,"south","public",0,0,0,0,0,0,0,0,5000,40,1800,12.5,0,0,0,0,6800,16600,52.5
"24",24,FALSE,25000,4000,8000,0,TRUE,3000,TRUE,TRUE,"FALSE",0,"north","public",0,0,0,0,0,0,0,0,8000,20,0,0,0,0,0,0,8000,17000,20
"25",25,FALSE,49000,0,8000,5500,TRUE,8000,FALSE,TRUE,"TRUE",2,"central","private",5000,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,17800,15
"26",26,FALSE,50000,4000,9000,0,FALSE,9000,TRUE,TRUE,"FALSE",0,"central","private",0,0,0,0,0,0,0,0,7000,60,6000,48,0,0,0,0,13000,23000,108
"27",27,FALSE,48692,4000,7000,0,TRUE,8000,FALSE,TRUE,"TRUE",1,"central","private",3000,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,20738.4,25
"28",28,FALSE,28000,2200,12000,0,TRUE,0,FALSE,TRUE,"FALSE",0,"north","public",0,0,0,0,0,0,0,0,6000,12,0,0,0,0,0,0,6000,19800,12
"29",29,FALSE,55000,4200,7000,0,TRUE,8500,FALSE,FALSE,"0",0,"central","private",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22200,0
"30",30,FALSE,35000,0,7000,0,FALSE,0,TRUE,TRUE,"FALSE",0,"central","private",0,0,0,0,0,0,0,0,8000,56,0,0,0,0,0,0,8000,14000,56
"31",31,FALSE,26045,1500,6000,0,TRUE,6000,FALSE,TRUE,"TRUE",1,"east","public",5000,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,12709,25
"32",32,TRUE,26000,7500,10000,15000,TRUE,10000,FALSE,TRUE,"TRUE",1,"north","public",7000,55,7000,65,0,0,0,0,0,0,0,0,0,0,0,0,14000,22700,120
"33",33,FALSE,25000,2500,7000,0,TRUE,10000,FALSE,TRUE,"TRUE",2,"east","public",3000,15,3000,5,0,0,0,0,3000,27,0,0,0,0,0,0,9000,14500,47
"34",34,FALSE,28354,2375,6000,0,TRUE,5000,TRUE,TRUE,"TRUE",1,"east","public",5000,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,14045.8,35
"35",35,FALSE,23880,5000,7000,0,TRUE,10000,FALSE,TRUE,"FALSE",0,"central","public",0,0,0,0,0,0,0,0,2400,8,0,0,0,0,0,0,2400,16776,8
"36",36,TRUE,48000,3000,12000,0,TRUE,6000,FALSE,TRUE,"TRUE",1,"north","public",9000,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,24600,45
"37",37,TRUE,33000,4500,22000,0,TRUE,9000,FALSE,TRUE,"TRUE",1,"central","public",9000,65,0,0,0,0,0,0,3000,10,0,0,0,0,0,0,12000,33100,75
"38",38,FALSE,24510,11150,10000,0,TRUE,10000,FALSE,FALSE,"0",0,"north","public",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26052,0
"39",39,FALSE,20000,6500,6000,0,TRUE,14500,FALSE,TRUE,"TRUE",1,"north","public",5000,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,16500,35
"40",40,FALSE,48605,5500,9000,0,TRUE,9000,FALSE,FALSE,"0",0,"north","private",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24221,0
"41",41,FALSE,23000,4000,8000,1000,TRUE,5000,FALSE,TRUE,"TRUE",2,"north","public",5000,25,5000,35,0,0,0,0,0,0,0,0,0,0,0,0,10000,16600,60
"42",42,FALSE,49950,0,10000,0,TRUE,16000,FALSE,FALSE,"0",0,"north","private",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19990,0
"43",43,FALSE,25000,8000,7000,0,TRUE,7000,FALSE,FALSE,"0",0,"north","public",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0
"44",44,FALSE,28000,4500,8000,0,TRUE,8000,FALSE,TRUE,"TRUE",1,"north","public",5000,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,18100,35
"45",45,TRUE,10000,5000,8000,0,TRUE,0,FALSE,TRUE,"TRUE",1,"north","public",7000,35,0,0,0,0,0,0,8000,40,0,0,0,0,0,0,15000,15000,75
"46",46,FALSE,30000,4350,8000,4000,TRUE,8000,FALSE,TRUE,"TRUE",1,"north","public",3000,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,18350,75
"47",47,TRUE,35000,5500,8000,0,TRUE,10000,FALSE,TRUE,"TRUE",1,"south","public",7000,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,20500,15
"48",48,FALSE,0,0,6000,5000,FALSE,1000,FALSE,TRUE,"TRUE",1,"north","private",5000,35,0,0,0,0,0,0,6000,52,0,0,0,0,0,0,11000,6000,87
"49",49,FALSE,30000,4500,7000,0,TRUE,9000,FALSE,TRUE,"FALSE",0,"north","public",0,0,0,0,0,0,0,0,3000,16,0,0,0,0,0,0,3000,17500,16
"50",50,FALSE,25000,5000,6000,0,TRUE,0,FALSE,TRUE,"FALSE",0,"north","public",0,0,0,0,0,0,0,0,8000,56,7000,32,0,0,0,0,15000,16000,88
"51",51,FALSE,38000,1300,7500,0,TRUE,8000,FALSE,TRUE,"FALSE",0,"north","public",0,0,0,0,0,0,0,0,140,20,0,0,0,0,0,0,140,16400,20
"52",52,TRUE,16000,0,6000,0,FALSE,0,FALSE,TRUE,"TRUE",1,"north","public",3000,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,9200,15
"53",53,TRUE,26300,3000,8000,0,TRUE,3000,FALSE,FALSE,"0",0,"north","public",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16260,0
"54",54,TRUE,20400,4000,9000,3600,FALSE,0,TRUE,TRUE,"TRUE",3,"north","public",7000,35,0,0,0,0,0,0,18000,90,0,0,0,0,0,0,25000,17080,125
"55",55,FALSE,23000,1400,4600,0,TRUE,6000,FALSE,TRUE,"TRUE",1,"north","public",3000,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,10600,15
"56",56,TRUE,26144,4900,8500,0,TRUE,0,FALSE,TRUE,"TRUE",3,"north","public",9000,35,5000,35,5000,15,0,0,6000,40,0,0,0,0,0,0,25000,18628.8,125
"57",57,TRUE,12000,3000,9000,0,TRUE,0,FALSE,TRUE,"TRUE",2,"north","public",3000,5,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,14400,5
"58",58,TRUE,14572,4500,10000,0,FALSE,0,TRUE,TRUE,"TRUE",2,"north","public",3000,15,7000,55,7000,5,0,0,0,0,0,0,0,0,0,0,17000,17414.4,75
"59",59,FALSE,24510,2000,8000,0,FALSE,8000,TRUE,FALSE,"0",0,"north","public",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14902,0
"60",60,FALSE,55000,6000,18000,5600,TRUE,20000,FALSE,TRUE,"TRUE",1,"north","private",5000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,35000,5
"61",61,FALSE,7000,2000,7000,0,FALSE,0,TRUE,FALSE,"0",0,"east","public",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10400,0
"62",62,FALSE,30000,5500,10000,4400,FALSE,0,TRUE,TRUE,"TRUE",1,"north","private",5000,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,21500,25
"63",63,FALSE,55000,6500,8000,0,TRUE,10000,FALSE,FALSE,"0",0,"south","private",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25500,0
"64",64,FALSE,26000,2500,10000,0,TRUE,10000,FALSE,TRUE,"TRUE",1,"north","public",1000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,17700,5
"65",65,FALSE,30000,4500,7000,7000,TRUE,10000,FALSE,TRUE,"TRUE",2,"north","public",3000,35,3000,15,0,0,0,0,0,0,0,0,0,0,0,0,6000,17500,50
"66",66,FALSE,29385,1500,6000,0,FALSE,6000,TRUE,TRUE,"TRUE",1,"north","public",1000,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,13377,15
"67",67,FALSE,48415,0,3500,0,TRUE,4000,FALSE,TRUE,"TRUE",1,"central","private",3000,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,13183,25
"68",68,FALSE,23000,5000,5000,0,TRUE,5000,FALSE,TRUE,"TRUE",1,"north","public",3000,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,14600,15
"69",69,TRUE,18500,7500,10000,0,FALSE,0,FALSE,TRUE,"TRUE",2,"north","public",13000,55,9000,45,0,0,0,0,0,0,0,0,0,0,0,0,22000,21200,100
"70",70,FALSE,29800,6700,7000,0,TRUE,9000,FALSE,TRUE,"TRUE",1,"north","public",5000,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,19660,35
"71",71,FALSE,48605,7700,10000,0,TRUE,7300,FALSE,TRUE,"TRUE",1,"north","private",3000,25,0,0,0,0,0,0,8000,24,0,0,0,0,0,0,11000,27421,49
"72",72,FALSE,28500,2500,3000,0,TRUE,500,FALSE,TRUE,"FALSE",0,"south","public",0,0,0,0,0,0,0,0,2800,32,10000,96,0,0,0,0,12800,11200,128
"73",73,FALSE,25235,1742.5,5000,0,TRUE,5000,FALSE,TRUE,"TRUE",1,"north","public",1000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,11789.5,5
"74",74,TRUE,7679,0,4000,0,FALSE,0,FALSE,TRUE,"TRUE",3,"north","public",5000,25,5000,15,3000,15,0,0,0,0,0,0,0,0,0,0,13000,5535.8,55
"75",75,FALSE,22000,0,8000,0,TRUE,0,FALSE,TRUE,"TRUE",1,"north","public",5000,15,0,0,0,0,0,0,5000,40,0,0,0,0,0,0,10000,12400,55
"76",76,FALSE,49000,0,3000,0,TRUE,3000,FALSE,FALSE,"0",0,"north","private",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12800,0
"77",77,TRUE,13660,5500,13000,7500,TRUE,6000,FALSE,TRUE,"TRUE",1,"north","public",7000,15,0,0,0,0,0,0,12000,80,5000,16,0,0,0,0,24000,21232,111
"78",78,TRUE,29000,0,9000,0,TRUE,0,FALSE,TRUE,"TRUE",2,"north","public",9000,35,11000,35,0,0,0,0,0,0,0,0,0,0,0,0,20000,14800,70
"79",79,FALSE,26000,1250,9000,0,TRUE,7000,FALSE,TRUE,"TRUE",1,"north","public",5000,45,0,0,0,0,0,0,4200,140,0,0,0,0,0,0,9200,15450,185
"80",80,FALSE,25000,13000,10000,0,TRUE,10000,FALSE,TRUE,"FALSE",0,"north","public",0,0,0,0,0,0,0,0,14000,100,0,0,0,0,0,0,14000,28000,100
"81",81,FALSE,33000,1000,8000,0,TRUE,3000,FALSE,TRUE,"TRUE",3,"north","public",3000,25,3000,15,1000,15,0,0,0,0,0,0,0,0,0,0,7000,15600,55
"82",82,TRUE,48727,0,10000,0,FALSE,0,TRUE,TRUE,"FALSE",0,"central","private",0,0,0,0,0,0,0,0,13000,96,0,0,0,0,0,0,13000,19745.4,96
"83",83,TRUE,50000,0,10000,0,FALSE,9000,FALSE,TRUE,"TRUE",1,"east","public",5000,75,0,0,0,0,0,0,10000,50,15000,108,0,0,0,0,30000,20000,233
"84",84,FALSE,12383,3000,10000,8890,TRUE,7500,TRUE,FALSE,"0",0,"central","private",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15476.6,0
"85",85,TRUE,35000,5000,10000,0,FALSE,0,TRUE,TRUE,"FALSE",0,"north","public",0,0,0,0,0,0,0,0,7000,14,0,0,0,0,0,0,7000,22000,14
"86",86,FALSE,24000,1200,6000,1200,TRUE,7000,FALSE,TRUE,"TRUE",1,"north","public",5000,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,12000,35
"87",87,TRUE,10796,3000,12000,0,FALSE,0,FALSE,TRUE,"TRUE",2,"north","public",3000,15,5000,25,0,0,0,0,0,0,0,0,0,0,0,0,8000,17159.2,40
"88",88,FALSE,33000,1333,5000,0,TRUE,6000,FALSE,TRUE,"TRUE",1,"north","public",3000,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,12933,15
"89",89,FALSE,52493,0,10000,0,FALSE,0,TRUE,TRUE,"FALSE",0,"north","private",0,0,0,0,0,0,0,0,16000,133,22000,40,10000,80,0,0,48000,20498.6,253
"90",90,FALSE,28000,2500,5000,0,TRUE,0,FALSE,TRUE,"TRUE",1,"north","public",3000,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,13100,15
"91",91,TRUE,23327,5000,10000,0,FALSE,12000,TRUE,TRUE,"FALSE",0,"north","public",0,0,0,0,0,0,0,0,2400,3600,3600,8,0,0,0,0,6000,19665.4,3608
"92",92,TRUE,24000,0,2000,0,FALSE,1500,FALSE,TRUE,"TRUE",2,"0","public",7000,35,1440,5,0,0,0,0,3600,24,0,0,0,0,0,0,12040,6800,64
"93",93,TRUE,40145,6000,13000,500,FALSE,0,FALSE,TRUE,"FALSE",0,"north","public",0,0,0,0,0,0,0,0,4000,28,0,0,0,0,0,0,4000,27029,28
"94",94,FALSE,25000,2000,7000,0,TRUE,5000,FALSE,FALSE,"0",0,"north","public",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,0
"95",95,TRUE,44450,0,7000,0,TRUE,0,FALSE,TRUE,"TRUE",1,"north","private",9000,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,15890,45
"96",96,TRUE,45000,2000,10000,0,TRUE,10000,FALSE,TRUE,"TRUE",2,"north","private",3000,35,5000,35,0,0,0,0,0,0,0,0,0,0,0,0,8000,21000,70
"97",97,TRUE,45000,2000,10000,0,TRUE,10000,FALSE,TRUE,"TRUE",2,"north","private",3000,35,5000,35,0,0,0,0,0,0,0,0,0,0,0,0,8000,21000,70
"98",98,TRUE,40000,2000,12000,0,TRUE,0,FALSE,TRUE,"TRUE",2,"north","public",5000,25,1000,25,0,0,0,0,0,0,0,0,0,0,0,0,6000,22000,50
"99",99,FALSE,20000,3800,10000,0,TRUE,10000,FALSE,TRUE,"FALSE",0,"south","public",0,0,0,0,0,0,0,0,4800,12,0,0,0,0,0,0,4800,17800,12
"100",100,TRUE,11825,3800,10000,0,FALSE,0,FALSE,TRUE,"TRUE",1,"north","public",9000,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,16165,25
"101",101,FALSE,25700,0,5000,0,TRUE,5000,FALSE,FALSE,"0",0,"north","public",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10140,0
"102",102,TRUE,0,1900,8000,0,FALSE,0,TRUE,TRUE,"TRUE",2,"south","public",5000,35,5000,15,0,0,0,0,0,0,0,0,0,0,0,0,10000,9900,50
"103",103,TRUE,32000,6000,15000,3000,TRUE,20000,FALSE,FALSE,"0",0,"north","public",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27400,0
"104",104,TRUE,4710,4000,7000,7000,FALSE,10000,FALSE,TRUE,"FALSE",0,"north","public",0,0,0,0,0,0,0,0,10000,15,0,0,0,0,0,0,10000,11942,15
"105",105,FALSE,20000,3000,7000,0,TRUE,0,FALSE,TRUE,"TRUE",1,"north","public",7000,55,0,0,0,0,0,0,9600,400,0,0,0,0,0,0,16600,14000,455
"106",106,FALSE,27000,7500,7000,0,TRUE,12000,FALSE,TRUE,"FALSE",0,"north","public",0,0,0,0,0,0,0,0,6000,42.8,0,0,0,0,0,0,6000,19900,42.8
"107",107,TRUE,29394,4900,15000,25000,FALSE,0,FALSE,TRUE,"TRUE",1,"0","public",25000,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,25778.8,55
"108",108,TRUE,30000,4500,10000,0,TRUE,8000,FALSE,TRUE,"TRUE",2,"north","public",3000,15,3000,5,0,0,0,0,0,0,0,0,0,0,0,0,6000,20500,20
"109",109,TRUE,32343,4500,5500,0,FALSE,0,TRUE,TRUE,"TRUE",1,"north","public",3000,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,16468.6,25
"110",110,FALSE,26000,5000,7000,0,TRUE,10000,FALSE,TRUE,"TRUE",2,"central","public",1000,15,5000,55,0,0,0,0,0,0,0,0,0,0,0,0,6000,17200,70
"111",111,TRUE,25000,2400,10000,6000,TRUE,0,FALSE,TRUE,"TRUE",3,"north","public",9000,65,5000,25,3000,15,0,0,0,0,0,0,0,0,0,0,17000,17400,105
"112",112,FALSE,27288,4300,7500,0,TRUE,7500,TRUE,FALSE,"0",0,"central","public",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17257.6,0
"113",113,FALSE,12000,7500,5000,0,FALSE,0,FALSE,TRUE,"FALSE",0,"central","public",0,0,0,0,0,0,0,0,20000,154,0,0,0,0,0,0,20000,14900,154
"114",114,FALSE,26000,4000,8000,0,FALSE,10000,TRUE,TRUE,"FALSE",0,"south","public",0,0,0,0,0,0,0,0,3740,34,0,0,0,0,0,0,3740,17200,34
"115",115,TRUE,26000,7000,7000,5700,TRUE,0,FALSE,TRUE,"TRUE",1,"east","public",7000,55,1000,25,0,0,0,0,0,0,0,0,0,0,0,0,8000,19200,80
"116",116,FALSE,50000,6100,10000,0,TRUE,0,FALSE,TRUE,"FALSE",0,"central","public",0,0,0,0,0,0,0,0,9000,12,0,0,0,0,0,0,9000,26100,12
"117",117,FALSE,40000,5200,7000,0,TRUE,6000,FALSE,FALSE,"0",0,"central","public",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20200,0
"118",118,TRUE,25130,2000,10000,5000,FALSE,0,TRUE,TRUE,"TRUE",1,"north","public",9000,35,0,0,0,0,0,0,14000,100,0,0,0,0,0,0,23000,17026,135
"119",119,TRUE,26144,6500,11000,0,TRUE,0,FALSE,TRUE,"TRUE",2,"north","public",7000,5,5000,15,0,0,0,0,5000,40,8000,15,0,0,0,0,25000,22728.8,75
"120",120,FALSE,56310,8000,8000,0,TRUE,8000,TRUE,FALSE,"0",0,"north","private",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27262,0
"121",121,TRUE,25000,8500,11500,0,TRUE,18500,FALSE,TRUE,"TRUE",2,"north","public",9000,45,1000,5,0,0,0,0,0,0,0,0,0,0,0,0,10000,25000,50
"122",122,FALSE,8000,1000,8000,500,TRUE,0,FALSE,TRUE,"TRUE",2,"north","public",3000,5,7000,5,0,0,0,0,0,0,0,0,0,0,0,0,10000,10600,10
"123",123,FALSE,33000,6000,12000,0,TRUE,10000,FALSE,TRUE,"FALSE",0,"north","public",0,0,0,0,0,0,0,0,24000,192,4000,20,0,0,0,0,28000,24600,212
"124",124,FALSE,48000,0,10000,0,TRUE,4000,TRUE,TRUE,"TRUE",1,"0","private",11000,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,19600,90
"125",125,TRUE,30000,0,10000,0,FALSE,1500,TRUE,TRUE,"TRUE",3,"north","public",5000,5,7000,15,0,0,0,0,0,0,0,0,0,0,0,0,12000,16000,20
"126",126,FALSE,28305,2101.25,5500,0,TRUE,7000,FALSE,TRUE,"TRUE",1,"south","public",3000,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,13262.25,15
"127",127,TRUE,50000,0,3000,4100,FALSE,0,TRUE,TRUE,"TRUE",1,"central","private",3000,15,0,0,0,0,0,0,4000,8,4000,8,2000,4,0,0,13000,13000,35
"128",128,FALSE,30000,0,7000,0,TRUE,0,FALSE,TRUE,"FALSE",0,"0","public",0,0,0,0,0,0,0,0,3000,20,0,0,0,0,0,0,3000,13000,20
"129",129,TRUE,25000,3000,8000,0,TRUE,8000,FALSE,FALSE,"0",0,"east","public",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,0
"130",130,FALSE,26000,24000,5000,0,TRUE,5000,FALSE,TRUE,"TRUE",2,"east","public",1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,34200,0
"131",131,TRUE,30000,5000,8500,0,FALSE,9000,FALSE,TRUE,NA,1,"north","public",5000,15,9000,15,0,0,0,0,0,0,0,0,0,0,0,0,14000,19500,30
"132",132,FALSE,50000,3400,4500,1666,TRUE,8000,FALSE,TRUE,"TRUE",1,"south","private",5000,35,0,0,0,0,0,0,4480,32,0,0,0,0,0,0,9480,17900,67
"133",133,FALSE,43000,5300,10000,0,TRUE,15000,FALSE,FALSE,"0",0,"central","private",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23900,0
"134",134,TRUE,3356,6000,18000,0,FALSE,11000,TRUE,TRUE,"FALSE",0,"north","public",0,0,0,0,0,0,0,0,7840,56,5000,40,10000,50,0,0,22840,24671.2,146
"135",135,TRUE,30000,4500,5000,0,FALSE,0,FALSE,TRUE,"TRUE",2,"south","public",7000,35,5000,25,0,0,0,0,0,0,0,0,0,0,0,0,12000,15500,60
"136",136,TRUE,23900,3000,8500,0,TRUE,5000,FALSE,TRUE,"TRUE",2,"south","public",3000,45,3000,15,0,0,0,0,0,0,0,0,0,0,0,0,6000,16280,60
"137",137,TRUE,6535,5000,6000,12000,TRUE,1000,FALSE,TRUE,"TRUE",2,"north","public",5000,25,5000,25,0,0,0,0,0,0,0,0,0,0,0,0,10000,12307,50
"138",138,TRUE,27675,168,4000,0,FALSE,0,TRUE,TRUE,"TRUE",4,"north","public",5000,25,3000,15,3000,15,7000,35,2100,15,0,0,0,0,0,0,20100,9703,105
"139",139,TRUE,55000,5000,6000,0,FALSE,0,TRUE,TRUE,"TRUE",1,"north","private",3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,22000,0
"140",140,TRUE,26600,0,7500,0,FALSE,0,TRUE,TRUE,"TRUE",2,"north","public",9000,55,9000,55,0,0,0,0,0,0,0,0,0,0,0,0,18000,12820,110
"141",141,FALSE,26000,3000,8000,0,TRUE,0,FALSE,TRUE,"FALSE",0,"central","public",0,0,0,0,0,0,0,0,5600,16,9600,18,2000,8,0,0,17200,16200,42
"142",142,FALSE,7000,3500,6000,0,FALSE,0,FALSE,TRUE,"TRUE",1,"south","public",21000,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21000,10900,160
"143",143,FALSE,25000,2500,10000,0,TRUE,10000,FALSE,TRUE,"FALSE",0,"north","public",0,0,0,0,0,0,0,0,5000,10,0,0,0,0,0,0,5000,17500,10
"144",144,FALSE,32340,6688,6000,0,TRUE,6000,FALSE,TRUE,"TRUE",1,"south","public",3000,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,19156,15
"145",145,TRUE,15000,6000,6000,0,FALSE,0,FALSE,TRUE,"TRUE",2,"north","public",3000,15,0,0,0,0,0,0,20000,90,0,0,0,0,0,0,23000,15000,105
"146",146,FALSE,55000,7000,4000,0,TRUE,11000,FALSE,TRUE,"FALSE",0,"north","private",0,0,0,0,0,0,0,0,10000,76,0,0,0,0,0,0,10000,22000,76
"147",147,FALSE,51424,7000,5000,200,TRUE,0,FALSE,TRUE,"FALSE",0,"central","private",0,0,0,0,0,0,0,0,14000,101,0,0,0,0,0,0,14000,22284.8,101
"148",148,TRUE,18043,2600,8000,3000,TRUE,0,FALSE,TRUE,"TRUE",2,"north","public",3000,15,3000,5,0,0,0,0,0,0,0,0,0,0,0,0,6000,14208.6,20
