"","X","grad","ex.tuition","ex.other","ex.rent","in.scholarship","in.tuition","in.home","debt","work","work.school","worknum","region","school","rev1","workhour1","rev2","workhour2","rev3","workhour3","rev4","workhour4","ofcrev","ofcwhr","ofcrev2","ofcwhr2","ofcrev3","ofcwhr3","ofcrev4","ofcwhr4","totalrev","totalexp","totalwhr"
"749",749,TRUE,11000,2200,8000,0,TRUE,10000,FALSE,FALSE,"0",0,"south","public",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12400,0
"750",750,FALSE,70000,4000,5000,0,FALSE,0,FALSE,TRUE,"FALSE",0,"south","public",0,0,0,0,0,0,0,0,10000,60,0,0,0,0,0,0,10000,23000,60
"751",751,TRUE,9000,4700,6000,15000,TRUE,0,FALSE,TRUE,"TRUE",1,"north","public",15000,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,12500,160
"752",752,TRUE,0,5000,6000,9800,TRUE,6000,FALSE,TRUE,"TRUE",1,"central","private",1000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,11000,5
"753",753,TRUE,12000,4500,10000,0,TRUE,5000,FALSE,TRUE,"TRUE",2,"east","public",3000,15,5000,15,0,0,0,0,0,0,0,0,0,0,0,0,8000,16900,30
"754",754,TRUE,30000,0,9000,8000,FALSE,4000,FALSE,TRUE,"TRUE",1,"0","public",7000,5,7000,25,7000,15,0,0,12500,30,0,0,0,0,0,0,33500,15000,75
"755",755,TRUE,25000,0,5000,0,FALSE,6000,TRUE,TRUE,"FALSE",0,"north","public",0,0,0,0,0,0,0,0,9000,36,0,0,0,0,0,0,9000,10000,36
"756",756,FALSE,21000,5000,10000,0,FALSE,0,TRUE,TRUE,"TRUE",1,"central","public",5000,45,0,0,0,0,0,0,8000,60,0,0,0,0,0,0,13000,19200,105
"757",757,FALSE,26000,4000,10000,0,TRUE,8000,FALSE,TRUE,"TRUE",1,"0","public",9000,15,1000,15,0,0,0,0,10000,128,0,0,0,0,0,0,20000,19200,158
"758",758,TRUE,28550,0,2700,3000,TRUE,0,FALSE,TRUE,NA,2,"north","public",3000,15,0,0,0,0,0,0,1400,4,0,0,0,0,0,0,4400,8410,19
"759",759,TRUE,20560,6000,16000,0,TRUE,0,FALSE,TRUE,"TRUE",3,"north","public",3000,5,3000,5,0,0,0,0,7056,48,10000,56,0,0,0,0,23056,26112,114
"760",760,TRUE,13023,12350,10800,7000,TRUE,8000,FALSE,FALSE,"0",0,"north","public",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25754.6,0
"761",761,TRUE,10000,0,10000,0,FALSE,5000,FALSE,TRUE,"TRUE",1,"north","public",3000,15,0,0,0,0,0,0,10000,24,0,0,0,0,0,0,13000,12000,39
"762",762,FALSE,25000,4200,10000,0,TRUE,0,FALSE,TRUE,"TRUE",1,"north","public",3000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,19200,5
"763",763,TRUE,30000,7500,10000,8000,TRUE,20000,FALSE,FALSE,"0",0,"north","public",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23500,0
"764",764,FALSE,50964,2500,10000,9500,TRUE,10000,FALSE,TRUE,"TRUE",2,"south","private",5000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,22692.8,0
"765",765,FALSE,13000,4500,2000,4500,FALSE,0,TRUE,TRUE,"TRUE",1,"north","public",5000,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,9100,15
"766",766,TRUE,536,0,6000,16000,FALSE,2000,FALSE,TRUE,"FALSE",0,"south","public",0,0,0,0,0,0,0,0,6000,50,0,0,0,0,0,0,6000,6107.2,50
"767",767,FALSE,24500,2500,17000,0,TRUE,10000,FALSE,TRUE,"FALSE",0,"north","public",0,0,0,0,0,0,0,0,3360,24,9600,64,0,0,0,0,12960,24400,88
"768",768,TRUE,20000,0,20000,0,FALSE,0,TRUE,TRUE,"TRUE",1,"south","public",9000,45,3000,5,0,0,0,0,6000,20,0,0,0,0,0,0,18000,24000,70
"769",769,TRUE,25000,2000,6000,10000,TRUE,8000,FALSE,TRUE,"TRUE",1,"central","public",9000,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,13000,35
"770",770,TRUE,15024,9000,8000,0,FALSE,0,FALSE,TRUE,"TRUE",1,"north","public",9000,75,9000,75,0,0,0,0,0,0,0,0,0,0,0,0,18000,20004.8,150
"771",771,TRUE,26000,7415,10000,0,TRUE,15000,FALSE,TRUE,"TRUE",1,"north","public",5000,15,0,0,0,0,0,0,500,8,0,0,0,0,0,0,5500,22615,23
"772",772,FALSE,25615,14010,12000,0,TRUE,15000,FALSE,TRUE,"TRUE",1,"north","public",5000,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,31133,35
"773",773,TRUE,38000,1100,6000,0,TRUE,0,FALSE,TRUE,"TRUE",2,"south","public",1000,25,7000,35,0,0,0,0,0,0,0,0,0,0,0,0,8000,14700,60
"774",774,TRUE,27939,3800,8000,0,TRUE,8000,FALSE,TRUE,"TRUE",3,"south","public",1000,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,17387.8,15
"775",775,TRUE,20000,0,3000,0,TRUE,0,FALSE,TRUE,"TRUE",1,"south","public",9000,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,7000,65
"776",776,TRUE,28000,3000,8000,8000,FALSE,2000,TRUE,TRUE,"TRUE",1,"north","public",1000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,16600,5
"777",777,TRUE,56000,3000,10000,0,TRUE,6000,FALSE,TRUE,"TRUE",2,"central","private",5000,35,0,0,0,0,0,0,6000,40,3000,20,0,0,0,0,14000,24200,95
"778",778,FALSE,56000,0,5000,1000,TRUE,0,FALSE,TRUE,"TRUE",1,"north","private",9000,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,16200,55
"779",779,TRUE,16000,3750,7000,0,TRUE,3000,FALSE,TRUE,"TRUE",1,"north","public",5000,15,3000,15,0,0,0,0,0,0,0,0,0,0,0,0,8000,13950,30
"780",780,TRUE,11499,3300,7000,0,TRUE,2400,FALSE,TRUE,"TRUE",1,"0","public",7000,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,12599.8,45
"781",781,TRUE,11323,10880,9000,0,TRUE,3000,FALSE,TRUE,"TRUE",2,"north","public",9000,15,3000,5,0,0,0,0,0,0,0,0,0,0,0,0,12000,22144.6,20
"782",782,TRUE,30000,14000,10000,0,TRUE,24000,FALSE,TRUE,"TRUE",1,"north","public",5000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,30000,5
"783",783,TRUE,13000,1000,6000,20000,TRUE,3000,FALSE,TRUE,"TRUE",4,"south","public",1000,5,3000,15,5000,35,0,0,0,0,0,0,0,0,0,0,9000,9600,55
"784",784,TRUE,45353,0,10000,0,TRUE,0,TRUE,TRUE,"FALSE",0,"north","private",0,0,0,0,0,0,0,0,9000,48,0,0,0,0,0,0,9000,19070.6,48
"785",785,FALSE,25000,2000,10000,0,FALSE,4500,TRUE,TRUE,"TRUE",1,"east","public",3000,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,17000,15
"786",786,TRUE,30000,5000,15000,0,TRUE,12000,FALSE,TRUE,"TRUE",2,"south","public",5000,35,5000,45,0,0,0,0,0,0,0,0,0,0,0,0,10000,26000,80
"787",787,TRUE,30000,5000,10000,0,FALSE,0,TRUE,TRUE,"TRUE",2,"north","public",5000,15,9000,35,3000,5,0,0,0,0,0,0,0,0,0,0,17000,21000,55
"788",788,TRUE,48000,6000,8000,0,FALSE,0,TRUE,TRUE,"FALSE",0,"north","public",0,0,0,0,0,0,0,0,16000,96,0,0,0,0,0,0,16000,23600,96
"789",789,TRUE,17000,4000,7000,2000,FALSE,3000,TRUE,TRUE,"TRUE",1,"south","public",3000,0,0,0,0,0,0,0,5000,80,0,0,0,0,0,0,8000,14400,80
"790",790,TRUE,12000,2500,7000,0,TRUE,5000,FALSE,TRUE,"TRUE",1,"central","public",5000,35,5000,15,0,0,0,0,0,0,0,0,0,0,0,0,10000,11900,50
"791",791,TRUE,48204,0,6000,0,TRUE,0,FALSE,TRUE,"TRUE",1,"south","private",7000,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,15640.8,55
"792",792,TRUE,45650,4000,9000,0,FALSE,0,TRUE,TRUE,"TRUE",1,"central","private",9000,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,22130,25
"793",793,FALSE,35000,0,12000,1500,TRUE,7000,TRUE,TRUE,"TRUE",2,"north","public",9000,5,5000,5,0,0,0,0,0,0,0,0,0,0,0,0,14000,19000,10
"794",794,TRUE,18000,4000,10000,6000,TRUE,5000,FALSE,TRUE,"TRUE",1,"south","public",7000,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,17600,35
"795",795,FALSE,58000,0,6000,0,TRUE,10000,FALSE,TRUE,"TRUE",1,"north","private",5000,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,17600,35
"796",796,FALSE,58000,0,6000,0,TRUE,10000,FALSE,TRUE,"TRUE",1,"north","private",5000,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,17600,35
"797",797,FALSE,58000,0,6000,0,TRUE,10000,FALSE,TRUE,"TRUE",1,"north","private",5000,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,17600,35
"798",798,FALSE,58000,0,6000,0,TRUE,10000,FALSE,TRUE,"TRUE",1,"north","private",5000,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,17600,35
"799",799,TRUE,45000,0,9000,2500,TRUE,10000,FALSE,TRUE,"TRUE",1,"north","private",11000,45,11000,35,0,0,0,0,0,0,0,0,0,0,0,0,22000,18000,80
"800",800,FALSE,5560,0,6000,0,TRUE,6000,FALSE,TRUE,"TRUE",2,"north","private",5000,35,5000,45,0,0,0,0,0,0,0,0,0,0,0,0,10000,7112,80
"801",801,TRUE,23000,0,8000,0,FALSE,0,TRUE,TRUE,"TRUE",2,"south","public",7000,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,12600,35
"802",802,FALSE,49123,8200,10000,0,TRUE,10000,TRUE,TRUE,"FALSE",0,"east","private",0,0,0,0,0,0,0,0,3000,20,750,1,0,0,0,0,3750,28024.6,21
"803",803,FALSE,28000,1400,5000,9000,TRUE,7000,FALSE,TRUE,"TRUE",2,"north","public",5000,25,3000,15,0,0,0,0,0,0,0,0,0,0,0,0,8000,12000,40
"804",804,TRUE,480,5000,6000,6000,TRUE,10000,FALSE,TRUE,"TRUE",1,"south","public",5000,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,11096,25
"805",805,FALSE,3075,0,6000,0,FALSE,800,TRUE,TRUE,"TRUE",1,"central","private",9000,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,6615,35
"806",806,TRUE,30000,0,10000,0,FALSE,0,TRUE,TRUE,"TRUE",4,"south","public",11000,15,3000,15,5000,5,0,0,10000,60,0,0,0,0,0,0,29000,16000,95
"807",807,TRUE,20000,5000,7000,12000,TRUE,0,FALSE,TRUE,"TRUE",3,"north","public",5000,45,5000,15,3000,15,0,0,0,0,0,0,0,0,0,0,13000,16000,75
"808",808,TRUE,11323,0,5000,0,TRUE,1587,FALSE,TRUE,"TRUE",1,"north","public",3000,5,9000,15,0,0,0,0,0,0,0,0,0,0,0,0,12000,7264.6,20
"809",809,FALSE,25000,0,6000,0,TRUE,8000,FALSE,FALSE,"0",0,"north","public",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,0
"810",810,TRUE,12000,3300,5000,4166.67,FALSE,0,TRUE,TRUE,"FALSE",0,"central","public",0,0,0,0,0,0,0,0,3600,8,0,0,0,0,0,0,3600,10700,8
"811",811,TRUE,12000,4500,15000,0,FALSE,0,FALSE,TRUE,"TRUE",2,"north","public",9000,25,5000,25,0,0,0,0,0,0,0,0,0,0,0,0,14000,21900,50
"812",812,FALSE,47000,3700,10000,0,TRUE,10000,FALSE,TRUE,"FALSE",0,"south","private",0,0,0,0,0,0,0,0,1400,140,0,0,0,0,0,0,1400,23100,140
"813",813,FALSE,49152,2350,8000,0,TRUE,0,FALSE,TRUE,"TRUE",1,"north","private",3000,0,3000,5,0,0,0,0,0,0,0,0,0,0,0,0,6000,20180.4,5
"814",814,FALSE,35000,1950,6000,0,TRUE,6000,FALSE,TRUE,NA,2,"0","public",5000,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,14950,45
"815",815,FALSE,49000,4700,6000,1500,TRUE,6000,FALSE,TRUE,"TRUE",1,"other","private",1000,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,20500,15
"816",816,FALSE,20000,0,20000,0,TRUE,0,FALSE,TRUE,"FALSE",0,"central","public",0,0,0,0,0,0,0,0,21000,85,0,0,0,0,0,0,21000,24000,85
"817",817,TRUE,30800,2000,10000,12000,TRUE,15000,FALSE,FALSE,"0",0,"north","public",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18160,0
"818",818,FALSE,21000,0,3000,0,TRUE,0,FALSE,TRUE,"TRUE",1,"north","public",13000,133,13000,133,0,0,0,0,0,0,0,0,0,0,0,0,26000,7200,266
