"","grad","ex-tuition","ex-other","ex-rent","in-scholarship","in-tuition","in-home","debt","work","work-school","worknum","region","school","rev1","workhour1","rev2","workhour2","rev3","workhour3","rev4","workhour4","ofcrev","ofcwhr","ofcrev2","ofcwhr2","ofcrev3","ofcwhr3","ofcrev4","ofcwhr4"
"555",FALSE,21000,1500,8000,0,FALSE,0,TRUE,TRUE,FALSE,NA,"north","public",NA,NA,NA,NA,NA,NA,NA,NA,9000,55,NA,NA,NA,NA,NA,NA
"556",FALSE,31000,0,8000,0,FALSE,0,TRUE,TRUE,TRUE,1,"north","public",5000,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557",FALSE,5000,0,4000,0,FALSE,0,TRUE,TRUE,FALSE,NA,"north","private",NA,NA,NA,NA,NA,NA,NA,NA,15000,140,NA,NA,NA,NA,NA,NA
"558",TRUE,49000,5000,10009,0,FALSE,16000,TRUE,TRUE,TRUE,3,"north","private",5000,5,5000,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559",FALSE,2,5000,7000,0,TRUE,0,FALSE,TRUE,TRUE,1,"other","public",3000,15,NA,NA,NA,NA,NA,NA,27000,180,NA,NA,NA,NA,NA,NA
"560",FALSE,8320,8500,7500,0,FALSE,8000,TRUE,TRUE,TRUE,1,"north","public",9000,75,NA,NA,NA,NA,NA,NA,4800,8,NA,NA,NA,NA,NA,NA
"561",FALSE,25000,2750,9000,0,TRUE,9000,FALSE,TRUE,TRUE,1,"south","public",5000,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562",TRUE,47000,5500,10000,2000,FALSE,0,TRUE,TRUE,TRUE,3,"south","private",7000,35,11000,15,9000,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563",TRUE,55095,0,15000,0,FALSE,0,TRUE,TRUE,TRUE,4,"north","private",5000,35,11000,45,NA,NA,NA,NA,6000,40,NA,NA,NA,NA,NA,NA
"564",FALSE,30000,0,10000,0,TRUE,8000,FALSE,TRUE,TRUE,1,"north","public",5000,15,NA,NA,NA,NA,NA,NA,2000,17,NA,NA,NA,NA,NA,NA
"565",TRUE,30000,20000,8000,0,TRUE,8000,TRUE,TRUE,TRUE,1,"north","public",5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566",TRUE,26420,0,20000,0,TRUE,10000,FALSE,TRUE,TRUE,2,"north","public",9000,5,7000,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567",FALSE,25309,3000,8000,300,TRUE,12000,FALSE,TRUE,TRUE,1,"south","public",7000,45,11000,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568",FALSE,48000,5000,2000,0,TRUE,0,FALSE,FALSE,NA,2,"north","private",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569",FALSE,46060,0,8000,0,TRUE,9000,FALSE,TRUE,TRUE,1,"north","private",5000,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570",TRUE,46000,0,5000,3000,TRUE,5000,FALSE,TRUE,TRUE,1,"north","private",3000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571",FALSE,43800,4000,6000,0,TRUE,11000,FALSE,TRUE,TRUE,1,"north","private",3000,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572",FALSE,47065,4300,4500,0,FALSE,0,TRUE,TRUE,TRUE,1,"central","private",3000,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573",FALSE,48000,4200,10000,2500,TRUE,10000,FALSE,TRUE,FALSE,NA,"central","private",NA,NA,NA,NA,NA,NA,NA,NA,8000,140,NA,NA,NA,NA,NA,NA
"574",TRUE,30000,4000,13000,0,TRUE,10000,FALSE,TRUE,TRUE,3,NA,"public",5000,35,5000,5,5000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575",FALSE,48370,0,5000,0,TRUE,6000,FALSE,TRUE,TRUE,1,"north","private",1000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576",TRUE,12000,4000,5000,0,FALSE,0,FALSE,TRUE,TRUE,1,"south","public",5000,15,NA,NA,NA,NA,NA,NA,8000,10,NA,NA,NA,NA,NA,NA
"577",FALSE,28000,3000,10000,5000,FALSE,0,FALSE,TRUE,TRUE,2,"south","public",5000,45,1000,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578",FALSE,25310,0,5000,0,TRUE,3000,TRUE,TRUE,TRUE,2,"south","public",3000,25,5000,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579",FALSE,46235,0,3500,0,TRUE,3500,FALSE,TRUE,TRUE,1,"north","private",5000,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580",TRUE,26875,2000,4500,10000,TRUE,15000,FALSE,TRUE,TRUE,1,"central","public",3000,15,9000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581",FALSE,27000,1900,7000,3500,FALSE,6000,TRUE,TRUE,TRUE,1,"south","public",5000,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582",FALSE,23500,4000,6500,0,TRUE,4000,FALSE,TRUE,TRUE,2,"central","public",3000,25,NA,NA,NA,NA,NA,NA,6000,40,NA,NA,NA,NA,NA,NA
"583",FALSE,45000,2000,6000,0,TRUE,8500,FALSE,TRUE,FALSE,NA,"north","private",NA,NA,NA,NA,NA,NA,NA,NA,4640,32,NA,NA,NA,NA,NA,NA
"584",FALSE,50000,2000,6500,6400,FALSE,0,FALSE,TRUE,TRUE,1,"north","private",7000,15,NA,NA,NA,NA,NA,NA,20000,70,NA,NA,NA,NA,NA,NA
"585",TRUE,13600,4300,5000,1500,FALSE,0,TRUE,TRUE,TRUE,1,"south","public",9000,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586",TRUE,13279,0,12000,0,TRUE,8000,FALSE,TRUE,TRUE,1,"south","public",9000,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587",TRUE,12000,3300,8000,0,TRUE,0,FALSE,TRUE,TRUE,2,"central","public",3000,5,9000,5,NA,NA,NA,NA,19000,40,NA,NA,NA,NA,NA,NA
"588",FALSE,4800,1450,5000,0,TRUE,5000,FALSE,TRUE,FALSE,NA,"south","public",NA,NA,NA,NA,NA,NA,NA,NA,2870,140,NA,NA,NA,NA,NA,NA
"589",FALSE,28000,0,10000,0,TRUE,8000,FALSE,FALSE,NA,NA,"central","private",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590",FALSE,31000,5000,6000,0,TRUE,0,FALSE,TRUE,TRUE,1,"south","public",3000,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591",TRUE,17409,6000,8000,10000,TRUE,10000,FALSE,TRUE,TRUE,2,"south","public",7000,35,5000,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592",FALSE,25900,5000,5000,500,TRUE,10000,FALSE,TRUE,TRUE,1,"south","public",5000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593",TRUE,15000,4000,7000,5000,FALSE,0,FALSE,TRUE,TRUE,2,"south","public",3000,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594",FALSE,24000,2250,8000,750,FALSE,8000,FALSE,TRUE,TRUE,1,"north","public",5000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595",FALSE,26000,0,5000,500,TRUE,5000,FALSE,TRUE,TRUE,2,"north","public",5000,15,3000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596",TRUE,10324,0,10000,0,TRUE,10000,FALSE,TRUE,TRUE,2,"central","public",3000,15,9000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597",FALSE,25000,0,5000,0,FALSE,4500,TRUE,TRUE,TRUE,1,"south","public",3000,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598",FALSE,23000,2950,7000,1250,TRUE,7000,TRUE,TRUE,TRUE,2,"central","public",15000,35,3000,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599",FALSE,26000,3625,9000,0,TRUE,10000,FALSE,TRUE,TRUE,2,"south","public",3000,25,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600",FALSE,25210,3000,6000,3000,FALSE,0,FALSE,TRUE,TRUE,1,"south","public",11000,75,NA,NA,NA,NA,NA,NA,5000,40,NA,NA,NA,NA,NA,NA
"601",FALSE,23466,1110,8000,0,TRUE,8000,FALSE,TRUE,TRUE,1,"central","public",900,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602",FALSE,900,7000,7000,2500,FALSE,0,FALSE,TRUE,TRUE,1,"south","private",13000,101,NA,NA,NA,NA,NA,NA,4480,32,NA,NA,NA,NA,NA,NA
"603",FALSE,26000,3000,10000,0,TRUE,6000,FALSE,TRUE,TRUE,1,"central","public",3000,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604",TRUE,26420,0,20000,0,TRUE,10000,FALSE,TRUE,TRUE,2,"north","public",9000,5,7000,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605",FALSE,24000,3500,6000,6000,TRUE,3000,FALSE,TRUE,TRUE,1,"central","public",5000,25,5000,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606",TRUE,53000,4800,8000,0,TRUE,10000,FALSE,TRUE,TRUE,2,"central","private",5000,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607",TRUE,15000,6700,5000,0,FALSE,0,FALSE,TRUE,TRUE,2,"south","public",7000,25,3000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608",FALSE,28013,1600,8000,0,TRUE,7000,FALSE,TRUE,TRUE,1,"north","public",3000,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609",TRUE,50000,8000,3000,0,TRUE,1000,FALSE,TRUE,TRUE,1,"central","private",3000,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610",TRUE,33200,5000,10000,2000,FALSE,5000,TRUE,TRUE,TRUE,1,"south","public",7000,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611",FALSE,25000,6600,9000,0,TRUE,4000,TRUE,TRUE,FALSE,NA,"central","public",NA,NA,NA,NA,NA,NA,NA,NA,15000,107,3000,140,NA,NA,NA,NA
"612",FALSE,49000,8700,6000,0,TRUE,6000,TRUE,TRUE,FALSE,NA,"central","private",NA,NA,NA,NA,NA,NA,NA,NA,5000,36,NA,NA,NA,NA,NA,NA
"613",FALSE,56685,0,6000,500,TRUE,3000,FALSE,TRUE,FALSE,NA,"central","private",NA,NA,NA,NA,NA,NA,NA,NA,7297,48,NA,NA,NA,NA,NA,NA
"614",FALSE,25000,5000,8000,6000,TRUE,8000,FALSE,TRUE,TRUE,2,"central","public",5000,25,3000,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615",FALSE,30000,3500,7000,0,TRUE,9000,FALSE,TRUE,TRUE,1,"south","public",3000,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616",FALSE,22000,5000,5000,0,FALSE,0,FALSE,TRUE,TRUE,1,"central","public",3000,15,NA,NA,NA,NA,NA,NA,10000,70,NA,NA,NA,NA,NA,NA
"617",TRUE,30000,6000,10000,6000,TRUE,15000,FALSE,TRUE,TRUE,1,"south","public",5000,55,NA,NA,NA,NA,NA,NA,1400,6,2000,8,NA,NA,NA,NA
"618",TRUE,5000,10000,6000,4000,TRUE,20000,TRUE,TRUE,TRUE,1,"central","private",3000,55,7000,75,3000,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619",FALSE,50000,3500,5000,0,TRUE,7000,FALSE,FALSE,NA,NA,"south","private",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620",TRUE,10000,3000,6000,10000,FALSE,0,FALSE,TRUE,TRUE,1,"central","public",9000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621",FALSE,50000,3500,6000,0,TRUE,0,FALSE,TRUE,TRUE,2,"south","public",5000,25,1000,5,NA,NA,NA,NA,4500,8,NA,NA,NA,NA,NA,NA
"622",FALSE,54000,5500,5000,0,TRUE,5000,FALSE,TRUE,TRUE,1,"central","private",3000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623",FALSE,29589,3400,8000,1200,TRUE,2000,FALSE,TRUE,TRUE,1,"south","public",5000,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624",TRUE,50000,2500,8000,9000,FALSE,12000,TRUE,FALSE,NA,NA,"north","public",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625",FALSE,35000,4500,10000,0,TRUE,0,FALSE,TRUE,TRUE,1,"north","public",1000,15,NA,NA,NA,NA,NA,NA,25000,50,NA,NA,NA,NA,NA,NA
"626",FALSE,53920,4200,7000,0,TRUE,3000,FALSE,TRUE,TRUE,1,"central","private",9000,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627",TRUE,18000,5000,7000,15000,TRUE,5000,FALSE,TRUE,TRUE,1,"south","public",15000,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628",FALSE,16000,1353,7000,0,TRUE,6000,FALSE,FALSE,NA,NA,"central","public",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629",FALSE,49627,3800,8000,0,TRUE,10000,TRUE,TRUE,TRUE,1,"central","private",3000,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630",TRUE,53040,13000,7000,0,TRUE,30000,FALSE,TRUE,TRUE,4,"north","private",5000,15,3000,15,3000,15,3000,5,3600,12,NA,NA,NA,NA,NA,NA
"631",TRUE,24602,11600,7000,20000,TRUE,10000,FALSE,TRUE,TRUE,1,"north","public",20000,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632",FALSE,22000,4200,6000,0,TRUE,6000,FALSE,TRUE,TRUE,1,"south","public",7000,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633",FALSE,16000,0,4000,0,FALSE,0,TRUE,TRUE,TRUE,2,"central","public",5000,5,NA,NA,NA,NA,NA,NA,5400,4,NA,NA,NA,NA,NA,NA
"634",TRUE,22840,6400,10000,0,FALSE,10000,TRUE,TRUE,TRUE,2,"north","public",5000,5,3000,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635",TRUE,20000,2800,9000,0,TRUE,9000,FALSE,TRUE,TRUE,1,"south","public",3000,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636",FALSE,61462,2600,5500,0,TRUE,6000,FALSE,TRUE,FALSE,NA,"north","private",NA,NA,NA,NA,NA,NA,NA,NA,6000,45,NA,NA,NA,NA,NA,NA
"637",TRUE,30000,4250,8500,0,FALSE,0,TRUE,TRUE,FALSE,NA,"north","public",NA,NA,NA,NA,NA,NA,NA,NA,4800,8,NA,NA,NA,NA,NA,NA
"638",TRUE,52850,0,2100,0,FALSE,0,FALSE,TRUE,FALSE,NA,"north","private",NA,NA,NA,NA,NA,NA,NA,NA,23000,23000,NA,NA,NA,NA,NA,NA
"639",TRUE,35971,0,8000,0,TRUE,5000,FALSE,TRUE,TRUE,1,"north","public",3000,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640",FALSE,39000,1000,9000,5000,FALSE,0,TRUE,FALSE,NA,NA,"south","public",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641",FALSE,30000,3000,10000,0,TRUE,15000,FALSE,TRUE,TRUE,1,"south","public",5000,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642",FALSE,30000,5800,7500,0,TRUE,10000,FALSE,TRUE,TRUE,1,"south","public",7000,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643",FALSE,25000,3000,9000,0,TRUE,5000,FALSE,TRUE,TRUE,1,"north","public",1000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644",TRUE,10690,7000,8000,0,TRUE,20000,FALSE,TRUE,TRUE,1,"north","public",9000,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645",TRUE,23934,0,14000,5000,FALSE,8000,TRUE,TRUE,TRUE,1,"east","public",5000,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646",TRUE,55500,5500,10000,10000,TRUE,10000,FALSE,TRUE,TRUE,1,"central","private",9000,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647",FALSE,57000,4500,4500,0,FALSE,6000,TRUE,FALSE,NA,NA,"central","private",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648",TRUE,25000,2500,10000,0,TRUE,0,FALSE,TRUE,TRUE,2,"east","public",3000,25,5000,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649",TRUE,16600,3400,5000,10000,TRUE,8000,FALSE,TRUE,TRUE,2,"south","public",3000,25,5000,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650",TRUE,50000,6500,12000,0,TRUE,12000,FALSE,TRUE,TRUE,1,"north","private",1000,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651",FALSE,25000,4300,10000,0,TRUE,10000,FALSE,TRUE,TRUE,1,"south","public",5000,25,NA,NA,NA,NA,NA,NA,1000,6,NA,NA,NA,NA,NA,NA
"652",FALSE,20000,4000,20000,0,TRUE,20000,FALSE,TRUE,FALSE,NA,"south","public",NA,NA,NA,NA,NA,NA,NA,NA,40000,96,NA,NA,NA,NA,NA,NA
"653",FALSE,800,4000,4000,0,TRUE,4000,FALSE,TRUE,FALSE,NA,"central","private",NA,NA,NA,NA,NA,NA,NA,NA,4000,150,NA,NA,NA,NA,NA,NA
"654",TRUE,30000,2100,12000,6000,FALSE,2000,TRUE,TRUE,TRUE,2,"east","public",5000,25,5000,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655",FALSE,165,2525,7300,0,TRUE,0,FALSE,TRUE,TRUE,1,"north","private",11000,35,NA,NA,NA,NA,NA,NA,21000,40,NA,NA,NA,NA,NA,NA
"656",TRUE,21000,4600,7000,0,TRUE,6000,FALSE,TRUE,TRUE,1,"south","public",3000,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657",FALSE,54000,7600,10000,5000,FALSE,10000,FALSE,TRUE,TRUE,1,"central","private",5000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658",FALSE,29846,3700,7000,0,FALSE,0,FALSE,TRUE,FALSE,NA,"south","public",NA,NA,NA,NA,NA,NA,NA,NA,7200,12,NA,NA,NA,NA,NA,NA
"659",TRUE,25000,4333,10000,15000,TRUE,4333,FALSE,TRUE,TRUE,3,"south","public",9000,15,5000,25,5000,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660",FALSE,23000,2000,6000,0,TRUE,0,FALSE,TRUE,TRUE,2,"central","public",3000,5,3000,15,NA,NA,NA,NA,6700,45,NA,NA,NA,NA,NA,NA
"661",FALSE,22000,1500,6000,0,TRUE,7000,FALSE,TRUE,FALSE,NA,"central","public",NA,NA,NA,NA,NA,NA,NA,NA,5600,40,NA,NA,NA,NA,NA,NA
"662",FALSE,24370,7570,6000,0,TRUE,10000,FALSE,TRUE,TRUE,1,"north","public",3000,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663",TRUE,50000,0,8000,0,TRUE,0,FALSE,TRUE,TRUE,3,"north","private",1000,35,1000,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664",TRUE,12000,10000,15000,10000,TRUE,10000,FALSE,TRUE,TRUE,1,"north","public",9000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665",TRUE,23000,4300,12000,10000,TRUE,8000,FALSE,TRUE,TRUE,3,"south","public",1000,25,9000,75,1000,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666",TRUE,22000,9000,8000,10000,TRUE,3000,FALSE,TRUE,TRUE,1,"north","public",7000,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667",TRUE,28000,2250,6000,6000,TRUE,10000,FALSE,TRUE,TRUE,1,"central","public",5000,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668",TRUE,15000,8500,9000,28000,TRUE,0,FALSE,FALSE,NA,NA,"north","public",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669",TRUE,50000,4500,8000,10000,TRUE,5000,FALSE,FALSE,NA,NA,"south","private",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670",TRUE,0,0,2500,0,FALSE,0,FALSE,TRUE,TRUE,2,"north","public",9000,25,9000,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671",TRUE,39821,4700,8000,0,TRUE,6000,FALSE,TRUE,TRUE,1,"central","public",3000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672",TRUE,27000,9000,10000,0,TRUE,20000,FALSE,TRUE,TRUE,1,"north","public",5000,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673",TRUE,30864,7400,10000,6000,FALSE,8000,TRUE,TRUE,TRUE,1,NA,"public",5000,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674",TRUE,23000,4000,8000,2600,FALSE,0,TRUE,TRUE,TRUE,1,"north","public",3000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675",TRUE,57000,0,6000,10000,FALSE,0,TRUE,TRUE,TRUE,2,"north","private",5000,15,1000,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676",TRUE,0,4000,10000,3000,FALSE,0,FALSE,TRUE,TRUE,1,"north","public",9000,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677",TRUE,15024,0,25000,30000,FALSE,0,FALSE,TRUE,TRUE,1,"north","public",30000,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678",TRUE,55000,4500,5000,3000,FALSE,5000,TRUE,TRUE,TRUE,1,"north","private",3000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679",TRUE,23000,4500,9000,10000,TRUE,8000,FALSE,TRUE,TRUE,1,"south","public",9000,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680",TRUE,20000,6500,10000,22500,TRUE,2000,FALSE,TRUE,TRUE,2,"north","public",7000,5,7000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681",FALSE,49500,8500,8000,0,TRUE,6000,FALSE,TRUE,TRUE,1,"north","private",3000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682",TRUE,12540,0,8000,6000,TRUE,0,FALSE,TRUE,TRUE,1,"north","public",7000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683",TRUE,20000,0,2000,0,FALSE,0,TRUE,TRUE,FALSE,NA,"north","public",NA,NA,NA,NA,NA,NA,NA,NA,4000,8,NA,NA,NA,NA,NA,NA
"684",TRUE,9980,1700,15000,4000,TRUE,6000,FALSE,TRUE,TRUE,2,"south","public",3000,15,1000,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685",TRUE,17000,3000,12000,0,TRUE,8000,FALSE,TRUE,TRUE,1,NA,"public",5000,15,5000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686",TRUE,22000,6800,10000,0,FALSE,0,TRUE,TRUE,TRUE,2,"north","public",5000,25,3000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687",FALSE,29490,2605,8000,0,TRUE,10000,FALSE,TRUE,TRUE,1,"south","public",11000,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688",TRUE,48000,0,17000,2000,FALSE,10000,TRUE,TRUE,TRUE,1,"south","private",18000,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689",TRUE,30000,5000,8000,0,TRUE,10000,FALSE,TRUE,TRUE,2,"south","public",5000,45,3000,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690",TRUE,48000,3900,9000,4000,TRUE,9000,FALSE,TRUE,TRUE,3,"central","private",3000,5,3000,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691",TRUE,27998,10500,9000,0,TRUE,10000,FALSE,TRUE,TRUE,2,"north","public",5000,45,5000,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692",TRUE,26000,2500,8000,0,FALSE,0,TRUE,TRUE,TRUE,3,"north","public",7000,35,3000,15,3000,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693",FALSE,38000,0,8000,0,TRUE,6000,FALSE,TRUE,TRUE,2,"north","public",5000,45,NA,NA,NA,NA,NA,NA,8500,64,NA,NA,NA,NA,NA,NA
"694",TRUE,13000,3300,8500,1000,FALSE,0,FALSE,TRUE,TRUE,1,"north","public",3000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695",FALSE,9000,3700,11000,0,FALSE,0,FALSE,TRUE,TRUE,2,"north","public",5000,15,3000,15,NA,NA,NA,NA,16000,28,NA,NA,NA,NA,NA,NA
"696",TRUE,15024,0,8000,0,FALSE,10000,FALSE,TRUE,TRUE,2,"north","public",11000,35,5000,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697",FALSE,24000,9000,6000,0,FALSE,0,TRUE,TRUE,TRUE,1,"north","public",9000,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698",TRUE,33600,7500,20000,0,FALSE,0,TRUE,TRUE,FALSE,NA,"north","public",NA,NA,NA,NA,NA,NA,NA,NA,8000,32,NA,NA,NA,NA,NA,NA
"699",TRUE,20000,5000,5000,0,TRUE,5000,FALSE,TRUE,TRUE,3,"south","public",5000,35,5000,15,5000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
