"","grad","ex-tuition","ex-other","ex-rent","in-scholarship","in-tuition","in-home","debt","work","work-school","worknum","region","school","rev1","workhour1","rev2","workhour2","rev3","workhour3","rev4","workhour4","ofcrev","ofcwhr","ofcrev2","ofcwhr2","ofcrev3","ofcwhr3","ofcrev4","ofcwhr4"
"700",TRUE,14000,0,10000,20000,FALSE,0,FALSE,TRUE,TRUE,3,"north","public",5000,25,5000,25,9000,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701",TRUE,11323,0,9000,0,FALSE,0,TRUE,TRUE,TRUE,3,"north","public",7000,5,3000,25,9000,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702",FALSE,25000,4500,8000,0,TRUE,8000,FALSE,TRUE,TRUE,1,"south","public",5000,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703",TRUE,49105,7000,6500,0,TRUE,10000,FALSE,TRUE,TRUE,3,"north","private",3000,5,1000,5,1000,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704",TRUE,54000,0,3000,0,TRUE,8000,FALSE,TRUE,TRUE,2,"north","private",15000,96,5000,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705",TRUE,48000,6300,10000,7000,TRUE,10000,FALSE,TRUE,TRUE,1,"central","private",7000,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706",TRUE,30000,7000,10000,0,FALSE,0,FALSE,TRUE,TRUE,1,"north","public",5000,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707",TRUE,55423,3200,8000,0,TRUE,5000,FALSE,TRUE,TRUE,2,"central","private",3000,15,3000,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708",TRUE,30000,4900,8000,0,TRUE,10000,FALSE,TRUE,TRUE,1,"north","public",5000,35,NA,NA,NA,NA,NA,NA,3000,15,NA,NA,NA,NA,NA,NA
"709",TRUE,27000,0,8000,0,FALSE,0,TRUE,TRUE,TRUE,2,"north","public",7000,5,5000,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710",TRUE,20000,0,10000,25000,TRUE,0,FALSE,TRUE,TRUE,1,"north","public",15000,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711",TRUE,60000,50000,20000,0,FALSE,0,TRUE,TRUE,FALSE,NA,"north","public",NA,NA,NA,NA,NA,NA,NA,NA,2000,40,NA,NA,NA,NA,NA,NA
"712",TRUE,190,0,20000,0,TRUE,25000,FALSE,TRUE,TRUE,1,"north","private",1000,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713",TRUE,20000,5000,10000,10000,TRUE,5000,FALSE,TRUE,TRUE,1,"south","public",1000,5,1000,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714",FALSE,4200,6500,10000,0,TRUE,10000,FALSE,FALSE,NA,NA,"central","private",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715",TRUE,48000,3000,7000,0,TRUE,6000,FALSE,TRUE,TRUE,1,"central","private",9000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716",TRUE,20000,8000,15000,5000,TRUE,20000,FALSE,FALSE,NA,NA,"north","public",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717",TRUE,62000,5500,7000,0,TRUE,7000,FALSE,TRUE,TRUE,1,"north","public",1000,25,NA,NA,NA,NA,NA,NA,5000,25,NA,NA,NA,NA,NA,NA
"718",FALSE,13500,1100,6000,3840,FALSE,0,FALSE,TRUE,TRUE,1,"north","public",3000,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719",FALSE,50000,0,10000,0,FALSE,10000,TRUE,TRUE,TRUE,1,"north","private",5000,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720",TRUE,15000,2500,10000,1000,FALSE,0,FALSE,TRUE,TRUE,1,"east","public",1000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721",TRUE,47000,3000,5000,600,TRUE,3000,FALSE,TRUE,TRUE,2,"central","private",1000,15,7000,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722",FALSE,25333,2017,7000,500,TRUE,10000,FALSE,FALSE,NA,NA,"north","public",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723",TRUE,59000,0,8000,0,TRUE,8000,FALSE,FALSE,NA,NA,"central","private",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724",TRUE,9000,0,15000,5000,TRUE,8000,FALSE,TRUE,TRUE,1,"north","public",5000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725",TRUE,59600,4000,10000,0,TRUE,15000,FALSE,FALSE,NA,NA,"central","private",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726",TRUE,21000,4200,8000,5000,TRUE,6000,FALSE,TRUE,TRUE,1,"south","public",5000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727",TRUE,8000,5500,8000,2000,FALSE,7000,TRUE,TRUE,FALSE,NA,"central","public",NA,NA,NA,NA,NA,NA,NA,NA,9000,65,NA,NA,NA,NA,NA,NA
"728",TRUE,12000,5500,10000,0,TRUE,9000,FALSE,TRUE,TRUE,1,"south","public",5000,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729",TRUE,11000,3500,6000,13000,TRUE,0,FALSE,TRUE,TRUE,2,"north","public",11000,200,3000,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730",TRUE,12090,4500,15000,0,TRUE,10000,FALSE,TRUE,TRUE,3,"south","public",1000,35,5000,35,5000,NA,5000,35,NA,NA,NA,NA,NA,NA,NA,NA
"731",TRUE,13244,3000,7000,0,FALSE,0,FALSE,TRUE,TRUE,2,NA,"public",7000,35,5000,35,NA,NA,NA,NA,10000,20,NA,NA,NA,NA,NA,NA
"732",TRUE,26000,4000,10000,3000,TRUE,8000,FALSE,TRUE,TRUE,2,"central","public",3000,15,3000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733",TRUE,30785,2700,10000,15000,TRUE,0,FALSE,TRUE,TRUE,4,"north","public",5000,55,7000,25,3000,5,3000,25,NA,NA,NA,NA,NA,NA,NA,NA
"734",TRUE,48000,5000,10000,0,TRUE,10000,FALSE,TRUE,TRUE,1,"central","private",5000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735",TRUE,12000,7500,4500,0,TRUE,15000,FALSE,TRUE,TRUE,1,"north","public",5000,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736",TRUE,20000,1200,7000,2000,TRUE,7000,FALSE,TRUE,TRUE,1,"south","public",1000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737",TRUE,55680,9000,10000,0,TRUE,10000,FALSE,TRUE,TRUE,1,"central","private",1000,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738",TRUE,4456,3500,3500,0,TRUE,4000,FALSE,TRUE,FALSE,NA,"south","private",NA,NA,NA,NA,NA,NA,NA,NA,2500,8,NA,NA,NA,NA,NA,NA
"739",TRUE,16650,2000,10000,0,TRUE,10000,FALSE,TRUE,TRUE,4,"south","public",3000,250,3000,25,5000,35,3000,25,NA,NA,NA,NA,NA,NA,NA,NA
"740",TRUE,13456,8500,12000,0,TRUE,20000,FALSE,TRUE,TRUE,1,"north","public",7000,101,5000,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741",TRUE,23000,2916,8000,14000,TRUE,0,FALSE,TRUE,TRUE,3,"north","public",5000,25,5000,35,3000,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742",FALSE,40000,7400,10000,0,TRUE,10000,FALSE,TRUE,FALSE,NA,"north","public",NA,NA,NA,NA,NA,NA,NA,NA,10000,80,10000,20,NA,NA,NA,NA
"743",TRUE,10769,4500,12000,0,FALSE,0,FALSE,TRUE,TRUE,2,"north","public",9000,35,5000,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744",TRUE,48000,6000,8000,0,FALSE,0,TRUE,TRUE,TRUE,1,"central","private",5000,15,NA,NA,NA,NA,NA,NA,4000,30,NA,NA,NA,NA,NA,NA
"745",TRUE,50000,6200,10000,5000,TRUE,10000,FALSE,TRUE,TRUE,2,"north","private",3000,45,1000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746",TRUE,30000,1500,9000,0,FALSE,0,FALSE,TRUE,TRUE,1,"south","public",3000,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747",TRUE,13655,8000,10000,0,TRUE,20000,FALSE,TRUE,TRUE,1,"north","public",7000,35,NA,NA,NA,NA,NA,NA,4000,500,NA,NA,NA,NA,NA,NA
"748",TRUE,13000,3000,7000,15000,FALSE,0,TRUE,TRUE,TRUE,3,"north","public",5000,15,5000,25,5000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749",TRUE,11000,2200,8000,0,TRUE,10000,FALSE,FALSE,NA,NA,"south","public",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750",FALSE,70000,4000,5000,0,FALSE,0,FALSE,TRUE,FALSE,NA,"south","public",NA,NA,NA,NA,NA,NA,NA,NA,10000,60,NA,NA,NA,NA,NA,NA
"751",TRUE,9000,4700,6000,15000,TRUE,0,FALSE,TRUE,TRUE,1,"north","public",15000,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752",TRUE,0,5000,6000,9800,TRUE,6000,FALSE,TRUE,TRUE,1,"central","private",1000,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753",TRUE,12000,4500,10000,0,TRUE,5000,FALSE,TRUE,TRUE,2,"east","public",3000,15,5000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754",TRUE,30000,0,9000,8000,FALSE,4000,FALSE,TRUE,TRUE,1,NA,"public",7000,5,7000,25,7000,15,NA,NA,12500,30,NA,NA,NA,NA,NA,NA
"755",TRUE,25000,0,5000,0,FALSE,6000,TRUE,TRUE,FALSE,NA,"north","public",NA,NA,NA,NA,NA,NA,NA,NA,9000,36,NA,NA,NA,NA,NA,NA
"756",FALSE,21000,5000,10000,0,FALSE,0,TRUE,TRUE,TRUE,1,"central","public",5000,45,NA,NA,NA,NA,NA,NA,8000,60,NA,NA,NA,NA,NA,NA
"757",FALSE,26000,4000,10000,0,TRUE,8000,FALSE,TRUE,TRUE,1,NA,"public",9000,15,1000,15,NA,NA,NA,NA,10000,128,NA,NA,NA,NA,NA,NA
"758",TRUE,28550,0,2700,3000,TRUE,0,FALSE,TRUE,TRUE,2,"north","public",3000,15,NA,NA,NA,NA,NA,NA,1400,4,NA,NA,NA,NA,NA,NA
"759",TRUE,20560,6000,16000,0,TRUE,0,FALSE,TRUE,TRUE,3,"north","public",3000,5,3000,5,NA,NA,NA,NA,7056,48,10000,56,NA,NA,NA,NA
"760",TRUE,13023,12350,10800,7000,TRUE,8000,FALSE,FALSE,NA,NA,"north","public",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761",TRUE,10000,0,10000,0,FALSE,5000,FALSE,TRUE,TRUE,1,"north","public",3000,15,NA,NA,NA,NA,NA,NA,10000,24,NA,NA,NA,NA,NA,NA
"762",FALSE,25000,4200,10000,0,TRUE,0,FALSE,TRUE,TRUE,1,"north","public",3000,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763",TRUE,30000,7500,10000,8000,TRUE,20000,FALSE,FALSE,NA,NA,"north","public",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764",FALSE,50964,2500,10000,9500,TRUE,10000,FALSE,TRUE,TRUE,2,"south","private",5000,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765",FALSE,13000,4500,2000,4500,FALSE,0,TRUE,TRUE,TRUE,1,"north","public",5000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766",TRUE,536,0,6000,16000,FALSE,2000,FALSE,TRUE,FALSE,NA,"south","public",NA,NA,NA,NA,NA,NA,NA,NA,6000,50,NA,NA,NA,NA,NA,NA
"767",FALSE,24500,2500,17000,0,TRUE,10000,FALSE,TRUE,FALSE,NA,"north","public",NA,NA,NA,NA,NA,NA,NA,NA,3360,24,9600,64,NA,NA,NA,NA
"768",TRUE,20000,0,20000,0,FALSE,0,TRUE,TRUE,TRUE,1,"south","public",9000,45,3000,5,NA,NA,NA,NA,6000,20,NA,NA,NA,NA,NA,NA
"769",TRUE,25000,2000,6000,10000,TRUE,8000,FALSE,TRUE,TRUE,1,"central","public",9000,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770",TRUE,15024,9000,8000,0,FALSE,0,FALSE,TRUE,TRUE,1,"north","public",9000,75,9000,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771",TRUE,26000,7415,10000,0,TRUE,15000,FALSE,TRUE,TRUE,1,"north","public",5000,15,NA,NA,NA,NA,NA,NA,500,8,NA,NA,NA,NA,NA,NA
"772",FALSE,25615,14010,12000,0,TRUE,15000,FALSE,TRUE,TRUE,1,"north","public",5000,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773",TRUE,38000,1100,6000,0,TRUE,0,FALSE,TRUE,TRUE,2,"south","public",1000,25,7000,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774",TRUE,27939,3800,8000,0,TRUE,8000,FALSE,TRUE,TRUE,3,"south","public",1000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775",TRUE,20000,0,3000,0,TRUE,0,FALSE,TRUE,TRUE,1,"south","public",9000,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776",TRUE,28000,3000,8000,8000,FALSE,2000,TRUE,TRUE,TRUE,1,"north","public",1000,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777",TRUE,56000,3000,10000,0,TRUE,6000,FALSE,TRUE,TRUE,2,"central","private",5000,35,NA,NA,NA,NA,NA,NA,6000,40,3000,20,NA,NA,NA,NA
"778",FALSE,56000,0,5000,1000,TRUE,0,FALSE,TRUE,TRUE,1,"north","private",9000,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779",TRUE,16000,3750,7000,0,TRUE,3000,FALSE,TRUE,TRUE,1,"north","public",5000,15,3000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780",TRUE,11499,3300,7000,0,TRUE,2400,FALSE,TRUE,TRUE,1,NA,"public",7000,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781",TRUE,11323,10880,9000,0,TRUE,3000,FALSE,TRUE,TRUE,2,"north","public",9000,15,3000,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782",TRUE,30000,14000,10000,0,TRUE,24000,FALSE,TRUE,TRUE,1,"north","public",5000,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783",TRUE,13000,1000,6000,20000,TRUE,3000,FALSE,TRUE,TRUE,4,"south","public",1000,5,3000,15,5000,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784",TRUE,45353,0,10000,0,TRUE,0,TRUE,TRUE,FALSE,NA,"north","private",NA,NA,NA,NA,NA,NA,NA,NA,9000,48,NA,NA,NA,NA,NA,NA
"785",FALSE,25000,2000,10000,0,FALSE,4500,TRUE,TRUE,TRUE,1,"east","public",3000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786",TRUE,30000,5000,15000,0,TRUE,12000,FALSE,TRUE,TRUE,2,"south","public",5000,35,5000,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787",TRUE,30000,5000,10000,0,FALSE,0,TRUE,TRUE,TRUE,2,"north","public",5000,15,9000,35,3000,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788",TRUE,48000,6000,8000,0,FALSE,0,TRUE,TRUE,FALSE,NA,"north","public",NA,NA,NA,NA,NA,NA,NA,NA,16000,96,NA,NA,NA,NA,NA,NA
"789",TRUE,17000,4000,7000,2000,FALSE,3000,TRUE,TRUE,TRUE,1,"south","public",3000,NA,NA,NA,NA,NA,NA,NA,5000,80,NA,NA,NA,NA,NA,NA
"790",TRUE,12000,2500,7000,0,TRUE,5000,FALSE,TRUE,TRUE,1,"central","public",5000,35,5000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791",TRUE,48204,0,6000,0,TRUE,0,FALSE,TRUE,TRUE,1,"south","private",7000,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792",TRUE,45650,4000,9000,0,FALSE,0,TRUE,TRUE,TRUE,1,"central","private",9000,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793",FALSE,35000,0,12000,1500,TRUE,7000,TRUE,TRUE,TRUE,2,"north","public",9000,5,5000,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"794",TRUE,18000,4000,10000,6000,TRUE,5000,FALSE,TRUE,TRUE,1,"south","public",7000,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"795",FALSE,58000,0,6000,0,TRUE,10000,FALSE,TRUE,TRUE,1,"north","private",5000,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"796",FALSE,58000,0,6000,0,TRUE,10000,FALSE,TRUE,TRUE,1,"north","private",5000,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"797",FALSE,58000,0,6000,0,TRUE,10000,FALSE,TRUE,TRUE,1,"north","private",5000,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798",FALSE,58000,0,6000,0,TRUE,10000,FALSE,TRUE,TRUE,1,"north","private",5000,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"799",TRUE,45000,0,9000,2500,TRUE,10000,FALSE,TRUE,TRUE,1,"north","private",11000,45,11000,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800",FALSE,5560,0,6000,0,TRUE,6000,FALSE,TRUE,TRUE,2,"north","private",5000,35,5000,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801",TRUE,23000,0,8000,0,FALSE,0,TRUE,TRUE,TRUE,2,"south","public",7000,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802",FALSE,49123,8200,10000,0,TRUE,10000,TRUE,TRUE,FALSE,NA,"east","private",NA,NA,NA,NA,NA,NA,NA,NA,3000,20,750,1,NA,NA,NA,NA
"803",FALSE,28000,1400,5000,9000,TRUE,7000,FALSE,TRUE,TRUE,2,"north","public",5000,25,3000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804",TRUE,480,5000,6000,6000,TRUE,10000,FALSE,TRUE,TRUE,1,"south","public",5000,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805",FALSE,3075,0,6000,0,FALSE,800,TRUE,TRUE,TRUE,1,"central","private",9000,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806",TRUE,30000,0,10000,0,FALSE,0,TRUE,TRUE,TRUE,4,"south","public",11000,15,3000,15,5000,5,NA,NA,10000,60,NA,NA,NA,NA,NA,NA
"807",TRUE,20000,5000,7000,12000,TRUE,0,FALSE,TRUE,TRUE,3,"north","public",5000,45,5000,15,3000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808",TRUE,11323,0,5000,0,TRUE,1587,FALSE,TRUE,TRUE,1,"north","public",3000,5,9000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809",FALSE,25000,0,6000,0,TRUE,8000,FALSE,FALSE,NA,NA,"north","public",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"810",TRUE,12000,3300,5000,4166.67,FALSE,0,TRUE,TRUE,FALSE,NA,"central","public",NA,NA,NA,NA,NA,NA,NA,NA,3600,8,NA,NA,NA,NA,NA,NA
"811",TRUE,12000,4500,15000,0,FALSE,0,FALSE,TRUE,TRUE,2,"north","public",9000,25,5000,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"812",FALSE,47000,3700,10000,0,TRUE,10000,FALSE,TRUE,FALSE,NA,"south","private",NA,NA,NA,NA,NA,NA,NA,NA,1400,140,NA,NA,NA,NA,NA,NA
"813",FALSE,49152,2350,8000,0,TRUE,0,FALSE,TRUE,TRUE,1,"north","private",3000,NA,3000,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"814",FALSE,35000,1950,6000,0,TRUE,6000,FALSE,TRUE,TRUE,2,NA,"public",5000,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"815",FALSE,49000,4700,6000,1500,TRUE,6000,FALSE,TRUE,TRUE,1,"other","private",1000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"816",FALSE,20000,0,20000,0,TRUE,0,FALSE,TRUE,FALSE,NA,"central","public",NA,NA,NA,NA,NA,NA,NA,NA,21000,85,NA,NA,NA,NA,NA,NA
"817",TRUE,30800,2000,10000,12000,TRUE,15000,FALSE,FALSE,NA,NA,"north","public",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"818",FALSE,21000,0,3000,0,TRUE,0,FALSE,TRUE,TRUE,1,"north","public",13000,133,13000,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
