grad,ex.tuition,ex.other,ex.rent,in.scholarship,in.tuition,in.home,debt,work,work.school,worknum,region,school,rev1,workhour1,rev2,workhour2,rev3,workhour3,rev4,workhour4,ofcrev,ofcwhr,ofcrev2,ofcwhr2,ofcrev3,ofcwhr3,ofcrev4,ofcwhr4,labor1,contract1,paywage1,satisfication1,labor2,contract2,paywage2,satisfication2,labor3,contract3,paywage3,satisfication3,labor4,contract4,paywage4,satisfication4,ofccontract1,ofcins1,ofcwage1,ofcsat1,ofccontract2,ofcins2,ofcwage2,ofcsat2,ofccontract3,ofcins3,ofcwage3,ofcsat3,ofccontract4,ofcins4,ofcwage4,ofcsat4,totalrev,totalexp,totalwhr,ofcnum1,ofcnum2,ofcnum3,ofcnum4,ofcworknum,totalworknum,totalcontract,totalins,totallabor,totallatepay,expense,total.ofc.latepay
FALSE,28354,2375,6000,0,TRUE,5000,TRUE,TRUE,TRUE,1,east,public,5000,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,14045.8,35,0,0,0,0,0,1,999,0,1,0,8375,0
FALSE,23880,5000,7000,0,TRUE,10000,FALSE,TRUE,FALSE,0,central,public,0,0,0,0,0,0,0,0,2400,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2400,16776,8,1,0,0,0,1,1,0,0,0,0,12000,0
TRUE,48000,3000,12000,0,TRUE,6000,FALSE,TRUE,TRUE,1,north,public,9000,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,24600,45,0,0,0,0,0,1,999,0,0,0,15000,0
TRUE,33000,4500,22000,0,TRUE,9000,FALSE,TRUE,TRUE,1,central,public,9000,65,0,0,0,0,0,0,3000,10,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,12000,33100,75,1,0,0,0,1,2,1,1,1,1,26500,1
FALSE,20000,6500,6000,0,TRUE,14500,FALSE,TRUE,TRUE,1,north,public,5000,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,16500,35,0,0,0,0,0,1,1,0,1,0,12500,0
FALSE,23000,4000,8000,1000,TRUE,5000,FALSE,TRUE,TRUE,2,north,public,5000,25,5000,35,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,999,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,16600,60,0,0,0,0,0,2,1000,0,2,1,12000,0
FALSE,28000,4500,8000,0,TRUE,8000,FALSE,TRUE,TRUE,1,north,public,5000,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,18100,35,0,0,0,0,0,1,1,0,1,0,12500,0
TRUE,10000,5000,8000,0,TRUE,0,FALSE,TRUE,TRUE,1,north,public,7000,35,0,0,0,0,0,0,8000,40,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,15000,15000,75,1,0,0,0,1,2,1,0,1,0,13000,1
FALSE,30000,4350,8000,4000,TRUE,8000,FALSE,TRUE,TRUE,1,north,public,3000,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,18350,75,0,0,0,0,0,1,1,0,0,0,12350,0
TRUE,35000,5500,8000,0,TRUE,10000,FALSE,TRUE,TRUE,1,south,public,7000,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,20500,15,0,0,0,0,0,1,1,0,0,0,13500,0
FALSE,0,0,6000,5000,FALSE,1000,FALSE,TRUE,TRUE,1,north,private,5000,35,0,0,0,0,0,0,6000,52,0,0,0,0,0,0,0,999,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11000,6000,87,1,0,0,0,1,2,999,0,0,1,6000,1
FALSE,30000,4500,7000,0,TRUE,9000,FALSE,TRUE,FALSE,0,north,public,0,0,0,0,0,0,0,0,3000,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3000,17500,16,1,0,0,0,1,1,0,0,0,0,11500,1
FALSE,25000,5000,6000,0,TRUE,0,FALSE,TRUE,FALSE,0,north,public,0,0,0,0,0,0,0,0,8000,56,7000,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,4,0,0,0,0,0,0,0,0,15000,16000,88,1,1,0,0,2,2,0,1,0,0,11000,2
FALSE,38000,1300,7500,0,TRUE,8000,FALSE,TRUE,FALSE,0,north,public,0,0,0,0,0,0,0,0,140,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,140,16400,20,1,0,0,0,1,1,0,0,0,0,8800,1
TRUE,16000,0,6000,0,FALSE,0,FALSE,TRUE,TRUE,1,north,public,3000,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,9200,15,0,0,0,0,0,1,1,0,0,1,6000,0
TRUE,20400,4000,9000,3600,FALSE,0,TRUE,TRUE,TRUE,3,north,public,7000,35,0,0,0,0,0,0,18000,90,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,25000,17080,125,1,0,0,0,1,4,1,0,1,0,13000,1
FALSE,23000,1400,4600,0,TRUE,6000,FALSE,TRUE,TRUE,1,north,public,3000,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,10600,15,0,0,0,0,0,1,1,0,1,0,6000,0
TRUE,26144,4900,8500,0,TRUE,0,FALSE,TRUE,TRUE,3,north,public,9000,35,5000,35,5000,15,0,0,6000,40,0,0,0,0,0,0,1,1,0,4,1,1,0,3,1,1,0,4,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,25000,18628.8,125,1,0,0,0,1,4,3,1,3,0,13400,1
TRUE,12000,3000,9000,0,TRUE,0,FALSE,TRUE,TRUE,3,north,public,3000,5,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,14400,5,0,0,0,0,0,3,1,0,1,1,12000,0
TRUE,14572,4500,10000,0,FALSE,0,TRUE,TRUE,TRUE,2,north,public,3000,15,7000,55,7000,5,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000,17414.4,75,0,0,0,0,0,2,3,0,1,0,14500,0
FALSE,55000,6000,18000,5600,TRUE,20000,FALSE,TRUE,TRUE,1,north,private,5000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,35000,5,0,0,0,0,0,1,0,0,0,0,24000,0
FALSE,30000,5500,10000,4400,FALSE,0,TRUE,TRUE,TRUE,1,north,private,5000,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,21500,25,0,0,0,0,0,1,0,0,0,0,15500,0
FALSE,26000,2500,10000,0,TRUE,10000,FALSE,TRUE,TRUE,1,north,public,1000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,17700,5,0,0,0,0,0,1,1,0,1,0,12500,0
FALSE,30000,4500,7000,7000,TRUE,10000,FALSE,TRUE,TRUE,2,north,public,3000,35,3000,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,17500,50,0,0,0,0,0,2,2,0,2,0,11500,0
FALSE,29385,1500,6000,0,FALSE,6000,TRUE,TRUE,TRUE,1,north,public,1000,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,13377,15,0,0,0,0,0,1,1,0,0,0,7500,0
FALSE,48415,0,3500,0,TRUE,4000,FALSE,TRUE,TRUE,1,central,private,3000,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,13183,25,0,0,0,0,0,1,1,0,0,0,3500,0
FALSE,23000,5000,5000,0,TRUE,5000,FALSE,TRUE,TRUE,1,north,public,3000,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,14600,15,0,0,0,0,0,1,0,0,1,0,10000,0
TRUE,18500,7500,10000,0,FALSE,0,FALSE,TRUE,TRUE,2,north,public,13000,55,9000,45,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22000,21200,100,0,0,0,0,0,2,1,0,1,0,17500,0
FALSE,29800,6700,7000,0,TRUE,9000,FALSE,TRUE,TRUE,1,north,public,5000,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,19660,35,0,0,0,0,0,1,1,0,1,0,13700,0
FALSE,48605,7700,10000,0,TRUE,7300,FALSE,TRUE,TRUE,1,north,private,3000,25,0,0,0,0,0,0,8000,24,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11000,27421,49,1,0,0,0,1,2,0,0,1,0,17700,0
FALSE,28500,2500,3000,0,TRUE,500,FALSE,TRUE,FALSE,0,south,public,0,0,0,0,0,0,0,0,2800,32,10000,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,12800,11200,128,1,1,0,0,2,2,0,0,0,0,5500,2
FALSE,25235,1742.5,5000,0,TRUE,5000,FALSE,TRUE,TRUE,1,north,public,1000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,11789.5,5,0,0,0,0,0,1,1,0,1,0,6742.5,0
TRUE,7679,0,4000,0,FALSE,0,FALSE,TRUE,TRUE,3,north,public,5000,25,5000,15,3000,15,0,0,0,0,0,0,0,0,0,0,1,1,0,5,1,1,0,5,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,5535.8,55,0,0,0,0,0,3,3,0,3,0,4000,0
FALSE,22000,0,8000,0,TRUE,0,FALSE,TRUE,TRUE,1,north,public,5000,15,0,0,0,0,0,0,5000,40,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,10000,12400,55,1,0,0,0,1,2,1,0,1,1,8000,1
TRUE,13660,5500,13000,7500,TRUE,6000,FALSE,TRUE,TRUE,1,north,public,7000,15,0,0,0,0,0,0,12000,80,5000,16,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,5,0,0,0,0,0,0,0,0,24000,21232,111,1,1,0,0,2,3,0,1,0,0,18500,2
TRUE,29000,0,9000,0,TRUE,0,FALSE,TRUE,TRUE,2,north,public,9000,35,11000,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,14800,70,0,0,0,0,0,2,2,0,0,0,9000,0
FALSE,26000,1250,9000,0,TRUE,7000,FALSE,TRUE,TRUE,1,north,public,5000,45,0,0,0,0,0,0,4200,140,0,0,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,9200,15450,185,1,0,0,0,1,2,1,1,1,0,10250,1
FALSE,25000,13000,10000,0,TRUE,10000,FALSE,TRUE,FALSE,0,north,public,0,0,0,0,0,0,0,0,14000,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,14000,28000,100,1,0,0,0,1,1,0,1,0,0,23000,1
FALSE,33000,1000,8000,0,TRUE,3000,FALSE,TRUE,TRUE,3,north,public,3000,25,3000,15,1000,15,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,1,0,4,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,15600,55,0,0,0,0,0,3,3,0,2,0,9000,0
TRUE,48727,0,10000,0,FALSE,0,TRUE,TRUE,FALSE,0,central,private,0,0,0,0,0,0,0,0,13000,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13000,19745.4,96,1,0,0,0,1,1,0,1,0,0,10000,1
TRUE,35000,5000,10000,0,FALSE,0,TRUE,TRUE,FALSE,0,north,public,0,0,0,0,0,0,0,0,7000,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,7000,22000,14,1,0,0,0,1,1,0,1,0,0,15000,1
FALSE,24000,1200,6000,1200,TRUE,7000,FALSE,TRUE,TRUE,1,north,public,5000,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,12000,35,0,0,0,0,0,1,1,0,1,0,7200,0
TRUE,10796,3000,12000,0,FALSE,0,FALSE,TRUE,TRUE,2,north,public,3000,15,5000,25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,17159.2,40,0,0,0,0,0,2,2,0,2,0,15000,0
FALSE,33000,1333,5000,0,TRUE,6000,FALSE,TRUE,TRUE,1,north,public,3000,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,12933,15,0,0,0,0,0,1,1,0,0,0,6333,0
FALSE,28000,2500,5000,0,TRUE,0,FALSE,TRUE,TRUE,1,north,public,3000,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,13100,15,0,0,0,0,0,1,1,0,1,0,7500,0
