grad,ex.tuition,ex.other,ex.rent,in.scholarship,in.tuition,in.home,debt,work,work.school,worknum,region,school,rev1,workhour1,rev2,workhour2,rev3,workhour3,rev4,workhour4,ofcrev,ofcwhr,ofcrev2,ofcwhr2,ofcrev3,ofcwhr3,ofcrev4,ofcwhr4,labor1,contract1,paywage1,satisfication1,labor2,contract2,paywage2,satisfication2,labor3,contract3,paywage3,satisfication3,labor4,contract4,paywage4,satisfication4,ofccontract1,ofcins1,ofcwage1,ofcsat1,ofccontract2,ofcins2,ofcwage2,ofcsat2,ofccontract3,ofcins3,ofcwage3,ofcsat3,ofccontract4,ofcins4,ofcwage4,ofcsat4,totalrev,totalexp,totalwhr,ofcnum1,ofcnum2,ofcnum3,ofcnum4,ofcworknum,totalworknum,totalcontract,totalins,totallabor,totallatepay,expense,total.ofc.latepay
TRUE,24000,0,2000,0,FALSE,1500,FALSE,TRUE,TRUE,2,0,public,7000,35,1440,5,0,0,0,0,3600,24,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,12040,6800,64,1,0,0,0,1,3,0,0,0,0,2000,1
TRUE,40145,6000,13000,500,FALSE,0,FALSE,TRUE,FALSE,0,north,public,0,0,0,0,0,0,0,0,4000,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4000,27029,28,1,0,0,0,1,1,0,0,0,0,19000,1
TRUE,44450,0,7000,0,TRUE,0,FALSE,TRUE,TRUE,1,north,private,9000,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,15890,45,0,0,0,0,0,1,1,0,0,0,7000,0
TRUE,45000,2000,10000,0,TRUE,10000,FALSE,TRUE,TRUE,2,north,private,3000,35,5000,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,21000,70,0,0,0,0,0,2,1,0,0,0,12000,0
TRUE,45000,2000,10000,0,TRUE,10000,FALSE,TRUE,TRUE,2,north,private,3000,35,5000,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,21000,70,0,0,0,0,0,2,1,0,0,0,12000,0
TRUE,40000,2000,12000,0,TRUE,0,FALSE,TRUE,TRUE,2,north,public,5000,25,1000,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,22000,50,0,0,0,0,0,2,2,0,0,0,14000,0
FALSE,20000,3800,10000,0,TRUE,10000,FALSE,TRUE,FALSE,0,south,public,0,0,0,0,0,0,0,0,4800,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4800,17800,12,1,0,0,0,1,1,0,1,0,0,13800,0
TRUE,11825,3800,10000,0,FALSE,0,FALSE,TRUE,TRUE,1,north,public,9000,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,16165,25,0,0,0,0,0,1,1,0,0,1,13800,0
TRUE,0,1900,8000,0,FALSE,0,TRUE,TRUE,TRUE,2,south,public,5000,35,5000,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,9900,50,0,0,0,0,0,2,0,0,0,0,9900,0
TRUE,4710,4000,7000,7000,FALSE,10000,FALSE,TRUE,FALSE,0,north,public,0,0,0,0,0,0,0,0,10000,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,10000,11942,15,1,0,0,0,1,1,0,1,0,0,11000,1
FALSE,27000,7500,7000,0,TRUE,12000,FALSE,TRUE,FALSE,0,north,public,0,0,0,0,0,0,0,0,6000,42.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,6000,19900,42.8,1,0,0,0,1,1,0,0,0,0,14500,1
TRUE,29394,4900,15000,25000,FALSE,0,FALSE,TRUE,TRUE,1,0,public,25000,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,25778.8,55,0,0,0,0,0,1,1,0,1,0,19900,0
TRUE,30000,4500,10000,0,TRUE,8000,FALSE,TRUE,TRUE,2,north,public,3000,15,3000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,20500,20,0,0,0,0,0,2,2,0,1,0,14500,0
TRUE,32343,4500,5500,0,FALSE,0,TRUE,TRUE,TRUE,1,north,public,3000,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,16468.6,25,0,0,0,0,0,1,1,0,0,1,10000,0
FALSE,26000,5000,7000,0,TRUE,10000,FALSE,TRUE,TRUE,2,central,public,1000,15,5000,55,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,17200,70,0,0,0,0,0,2,2,0,1,0,12000,0
TRUE,25000,2400,10000,6000,TRUE,0,FALSE,TRUE,TRUE,3,north,public,9000,65,5000,25,3000,15,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,0,4,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000,17400,105,0,0,0,0,0,3,2,0,2,2,12400,0
FALSE,12000,7500,5000,0,FALSE,0,FALSE,TRUE,FALSE,0,central,public,0,0,0,0,0,0,0,0,20000,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20000,14900,154,1,0,0,0,1,1,0,0,0,0,12500,1
FALSE,26000,4000,8000,0,FALSE,10000,TRUE,TRUE,FALSE,2,south,public,0,0,0,0,0,0,0,0,3740,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3740,17200,34,1,0,0,0,1,3,0,0,0,0,12000,0
TRUE,26000,7000,7000,5700,TRUE,0,FALSE,TRUE,TRUE,1,east,public,7000,55,1000,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,19200,80,0,0,0,0,0,1,2,0,1,1,14000,0
FALSE,50000,6100,10000,0,TRUE,0,FALSE,TRUE,FALSE,0,central,public,0,0,0,0,0,0,0,0,9000,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,9000,26100,12,1,0,0,0,1,1,0,0,0,0,16100,1
TRUE,25130,2000,10000,5000,FALSE,0,TRUE,TRUE,TRUE,1,north,public,9000,35,0,0,0,0,0,0,14000,100,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,23000,17026,135,1,0,0,0,1,2,1,1,0,0,12000,1
TRUE,26144,6500,11000,0,TRUE,0,FALSE,TRUE,TRUE,2,north,public,7000,5,5000,15,0,0,0,0,5000,40,8000,15,0,0,0,0,0,1,1,5,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,25000,22728.8,75,1,1,0,0,2,4,2,0,1,1,17500,1
TRUE,25000,8500,11500,0,TRUE,18500,FALSE,TRUE,TRUE,2,north,public,9000,45,1000,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,25000,50,0,0,0,0,0,2,1,0,1,1,20000,0
FALSE,8000,1000,8000,500,TRUE,0,FALSE,TRUE,TRUE,2,north,public,3000,5,7000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,5,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10600,10,0,0,0,0,0,2,1000,0,0,0,9000,0
FALSE,33000,6000,12000,0,TRUE,10000,FALSE,TRUE,FALSE,0,north,public,0,0,0,0,0,0,0,0,24000,192,4000,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,4,0,0,0,0,0,0,0,0,28000,24600,212,1,1,0,0,2,2,0,0,0,0,18000,2
FALSE,48000,0,10000,0,TRUE,4000,TRUE,TRUE,TRUE,1,0,private,11000,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,19600,90,0,0,0,0,0,1,1,0,1,1,10000,0
TRUE,30000,0,10000,0,FALSE,1500,TRUE,TRUE,TRUE,3,north,public,5000,5,7000,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,16000,20,0,0,0,0,0,3,2,0,2,0,10000,0
FALSE,28305,2101.25,5500,0,TRUE,7000,FALSE,TRUE,TRUE,1,south,public,3000,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,13262.25,15,0,0,0,0,0,1,0,0,1,1,7601.25,0
TRUE,50000,0,3000,4100,FALSE,0,TRUE,TRUE,TRUE,1,central,private,3000,15,0,0,0,0,0,0,4000,8,4000,8,2000,4,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,5,0,0,1,5,0,0,0,0,13000,13000,35,1,1,1,0,3,4,1,0,0,1,3000,3
FALSE,30000,0,7000,0,TRUE,0,FALSE,TRUE,FALSE,0,0,public,0,0,0,0,0,0,0,0,3000,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3000,13000,20,1,0,0,0,1,1,0,0,0,0,7000,1
FALSE,26000,24000,5000,0,TRUE,5000,FALSE,TRUE,TRUE,2,east,public,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,34200,0,0,0,0,0,0,2,1,0,0,1,29000,0
TRUE,30000,5000,8500,0,FALSE,9000,FALSE,TRUE,TRUE,2,north,public,5000,15,9000,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,19500,30,0,0,0,0,0,2,2,0,1,0,13500,0
FALSE,50000,3400,4500,1666,TRUE,8000,FALSE,TRUE,TRUE,1,south,private,5000,35,0,0,0,0,0,0,4480,32,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,9480,17900,67,1,0,0,0,1,2,1,1,1,0,7900,1
TRUE,3356,6000,18000,0,FALSE,11000,TRUE,TRUE,FALSE,0,north,public,0,0,0,0,0,0,0,0,7840,56,5000,40,10000,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,1,1,0,4,0,0,0,4,0,0,0,0,22840,24671.2,146,1,1,1,0,3,3,0,2,0,0,24000,1
TRUE,30000,4500,5000,0,FALSE,0,FALSE,TRUE,TRUE,2,south,public,7000,35,5000,25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,15500,60,0,0,0,0,0,2,2,0,2,0,9500,0
TRUE,23900,3000,8500,0,TRUE,5000,FALSE,TRUE,TRUE,2,south,public,3000,45,3000,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,16280,60,0,0,0,0,0,2,2,0,2,1,11500,0
TRUE,6535,5000,6000,12000,TRUE,1000,FALSE,TRUE,TRUE,5,north,public,5000,25,5000,25,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,2,0,999,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,12307,50,0,0,0,0,0,5,1998,0,0,0,11000,0
TRUE,27675,168,4000,0,FALSE,0,TRUE,TRUE,TRUE,4,north,public,5000,25,3000,15,3000,15,7000,35,2100,15,0,0,0,0,0,0,1,1,0,5,0,1,0,4,0,1,0,4,1,1,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,20100,9703,105,1,0,0,0,1,5,4,0,2,0,4168,1
TRUE,55000,5000,6000,0,FALSE,0,TRUE,TRUE,TRUE,1,north,private,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,22000,0,0,0,0,0,0,1,1,0,1,0,11000,0
TRUE,26600,0,7500,0,FALSE,0,TRUE,TRUE,TRUE,2,north,public,9000,55,9000,55,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,12820,110,0,0,0,0,0,2,2,0,2,0,7500,0
FALSE,26000,3000,8000,0,TRUE,0,FALSE,TRUE,FALSE,0,central,public,0,0,0,0,0,0,0,0,5600,16,9600,18,2000,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,5,0,0,1,2,0,0,0,0,17200,16200,42,1,1,1,0,3,3,0,0,0,0,11000,3
FALSE,7000,3500,6000,0,FALSE,0,FALSE,TRUE,TRUE,1,south,public,21000,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21000,10900,160,0,0,0,0,0,1,1,0,1,1,9500,0
FALSE,25000,2500,10000,0,TRUE,10000,FALSE,TRUE,FALSE,0,north,public,0,0,0,0,0,0,0,0,5000,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,5000,17500,10,1,0,0,0,1,1,0,0,0,0,12500,1
FALSE,32340,6688,6000,0,TRUE,6000,FALSE,TRUE,TRUE,1,south,public,3000,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,19156,15,0,0,0,0,0,1,1,0,1,1,12688,0
TRUE,15000,6000,6000,0,FALSE,0,FALSE,TRUE,TRUE,2,north,public,3000,15,0,0,0,0,0,0,20000,90,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,23000,15000,105,1,0,0,0,1,3,0,0,1,1,12000,0
FALSE,55000,7000,4000,0,TRUE,11000,FALSE,TRUE,FALSE,0,north,private,0,0,0,0,0,0,0,0,10000,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,10000,22000,76,1,0,0,0,1,1,0,1,0,0,11000,1
FALSE,51424,7000,5000,200,TRUE,0,FALSE,TRUE,FALSE,0,central,private,0,0,0,0,0,0,0,0,14000,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,14000,22284.8,101,1,0,0,0,1,1,0,1,0,0,12000,1
TRUE,18043,2600,8000,3000,TRUE,0,FALSE,TRUE,TRUE,2,north,public,3000,15,3000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,14208.6,20,0,0,0,0,0,2,2,0,0,0,10600,0
FALSE,40000,2500,12000,0,TRUE,10000,FALSE,TRUE,TRUE,1,north,public,3000,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,22500,35,0,0,0,0,0,1,1,0,1,0,14500,0
FALSE,68000,3700,6000,0,TRUE,0,TRUE,TRUE,FALSE,3,central,private,0,0,0,0,0,0,0,0,15000,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,15000,23300,16,1,0,0,0,1,4,0,0,0,0,9700,1
TRUE,35000,3300,9000,10000,FALSE,8000,TRUE,TRUE,TRUE,2,central,public,5000,35,11000,35,5000,35,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,999,1,3,1,999,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21000,19300,105,0,0,0,0,0,2,1998,0,1,3,12300,0
TRUE,42159,2750,6000,0,TRUE,6000,FALSE,TRUE,TRUE,1,north,public,5000,25,0,0,0,0,0,0,7650,40.5,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,12650,17181.8,65.5,1,0,0,0,1,2,1,0,1,0,8750,1
FALSE,23000,4445,9000,0,TRUE,8000,FALSE,TRUE,TRUE,1,north,public,5000,45,0,0,0,0,0,0,4000,24,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,9000,18045,69,1,0,0,0,1,2,1,0,1,0,13445,1
TRUE,29000,5500,3500,0,TRUE,6000,FALSE,TRUE,TRUE,1,north,public,9000,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,14800,35,0,0,0,0,0,1,1,0,0,0,9000,0
FALSE,0,0,0,0,TRUE,0,TRUE,TRUE,FALSE,0,north,private,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
FALSE,23000,3500,8000,500,TRUE,0,FALSE,TRUE,TRUE,2,0,public,5000,35,3000,25,0,0,0,0,8000,55,10000,75,0,0,0,0,0,0,0,4,1,1,0,4,0,0,0,0,0,0,0,0,1,1,1,4,0,1,1,2,0,0,0,0,0,0,0,0,26000,16100,190,1,1,0,0,2,4,1,2,1,0,11500,2
FALSE,30000,5000,5000,0,TRUE,5000,FALSE,TRUE,TRUE,1,north,public,3000,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,16000,15,0,0,0,0,0,1,1,0,1,0,10000,0
FALSE,25000,4500,9000,0,TRUE,9000,FALSE,TRUE,FALSE,2,central,private,0,0,0,0,0,0,0,0,3000,12,450,3,4800,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,1,1,3,0,1,1,3,0,0,0,0,8250,18500,47,1,1,1,0,3,5,0,3,0,0,13500,3
TRUE,30000,5000,8000,13000,TRUE,0,FALSE,TRUE,TRUE,1,east,public,5000,35,3000,75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,19000,110,0,0,0,0,0,1,2,0,1,0,13000,0
TRUE,15000,8000,10000,0,TRUE,15000,FALSE,TRUE,TRUE,1,north,public,5000,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,21000,25,0,0,0,0,0,1,1,0,0,0,18000,0
TRUE,28109,2000,8000,0,TRUE,10000,FALSE,TRUE,TRUE,1,north,public,3000,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,15621.8,15,0,0,0,0,0,1,1,0,1,0,10000,0
FALSE,3000,1500,10000,0,TRUE,9000,FALSE,TRUE,FALSE,0,north,public,0,0,0,0,0,0,0,0,5700,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,5700,12100,40,1,0,0,0,1,1,0,1,0,0,11500,1
TRUE,22000,5500,10000,0,TRUE,10000,FALSE,TRUE,TRUE,1,north,public,1000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,19900,5,0,0,0,0,0,1,0,0,0,0,15500,0
FALSE,24000,5000,9000,8000,TRUE,8000,FALSE,TRUE,TRUE,1,north,public,5000,25,0,0,0,0,0,0,2000,4,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,7000,18800,29,1,0,0,0,1,2,1,0,0,1,14000,1
FALSE,600,4666,7000,0,FALSE,0,FALSE,TRUE,TRUE,1,north,public,3000,35,0,0,0,0,0,0,12000,140,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,15000,11786,175,1,0,0,0,1,2,1,1,1,0,11666,1
FALSE,38000,1400,9000,0,FALSE,11000,TRUE,TRUE,TRUE,2,north,public,3000,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,18000,25,0,0,0,0,0,2,1,0,1,0,10400,0
FALSE,29000,3200,4000,0,FALSE,6000,FALSE,TRUE,TRUE,1,south,public,1000,25,3000,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,13000,40,0,0,0,0,0,1,1,0,1,1000,7200,0
FALSE,24870,6970,8000,0,TRUE,9000,FALSE,TRUE,FALSE,0,north,public,0,0,0,0,0,0,0,0,3150,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3150,19944,21,1,0,0,0,1,1,0,0,0,0,14970,0
TRUE,18500,7500,10000,0,FALSE,0,FALSE,TRUE,TRUE,2,north,public,13000,55,9000,45,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22000,21200,100,0,0,0,0,0,2,1,0,1,0,17500,0
TRUE,18315,5200,8000,0,FALSE,0,FALSE,TRUE,TRUE,2,north,public,3000,15,3000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,16863,20,0,0,0,0,0,2,2,0,0,2,13200,0
FALSE,24000,3200,6.7,0,TRUE,5000,FALSE,TRUE,TRUE,2,south,public,1000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,8006.7,5,0,0,0,0,0,2,0,0,1,1,3206.7,0
TRUE,30000,2000,11000,14000,TRUE,10000,FALSE,TRUE,TRUE,1,north,public,7000,15,5000,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,19000,30,0,0,0,0,0,1,1,0,1,1,13000,0
FALSE,26000,2000,6000,0,FALSE,1666,FALSE,TRUE,TRUE,2,east,public,5000,0,3000,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,13200,25,0,0,0,0,0,2,2,0,0,0,8000,0
FALSE,23250,0,4500,0,TRUE,3000,FALSE,TRUE,FALSE,0,north,public,0,0,0,0,0,0,0,0,4000,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4000,9150,24,1,0,0,0,1,1,0,0,0,0,4500,1
TRUE,26144,0,10000,10600,TRUE,0,FALSE,TRUE,TRUE,2,north,public,5000,5,5000,25,0,0,0,0,7500,32,0,0,0,0,0,0,1,1,0,5,1,1,0,2,0,0,0,0,0,0,0,0,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,17500,15228.8,62,1,0,0,0,1,3,2,1,2,0,10000,1
FALSE,29000,3250,9000,0,TRUE,10000,TRUE,TRUE,TRUE,1,north,public,9000,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,18050,55,0,0,0,0,0,1,1,0,0,0,12250,0
FALSE,24000,1750,6000,12000,TRUE,0,FALSE,TRUE,TRUE,2,north,public,5000,15,7000,35,0,0,0,0,5880,42,0,0,0,0,0,0,0,1,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,17880,12550,92,1,0,0,0,1,3,1,0,0,0,7750,1
